fb,tb,from_name,to_name,raa,rab,rac,rbb,rbc,rcc,xaa,xab,xac,xbb,xbc,xcc,type,name,status,s_base,v_ln_base,z_base,phases
28,29,_500-15137_n,_402-2105415_sn,0.000199283,2.427115050851652e-05,2.427115050851652e-05,0.000199283,2.427115050851652e-05,0.000199283,0.0004083,0.00019888,0.000202328,0.0004083,0.00019888,0.0004083,line,_389-4187492-0,,1000000,7621.023553,58.08,abc
29,30,_402-2105415_sn,_402-2105415_ln,1.7217630853994492e-05,0,0,1.7217630853994492e-05,0,1.7217630853994492e-05,1.7217630853994492e-05,0,0,1.7217630853994492e-05,0,1.7217630853994492e-05,switch,_402-2105415-0,CLOSED,1000000,7621.023553,58.08,abc
30,31,_402-2105415_ln,_409-22381_n,0.001570533,0.000191279,0.000191279,0.001570533,0.000191279,0.001570533,0.003217777,0.001567355,0.001594527,0.003217777,0.001567355,0.003217777,line,_389-4187491-16,,1000000,7621.023553,58.08,abc
31,32,_409-22381_n,_409-1450774_n,1.721763085399449e-11,0,0,1.721763085399449e-11,0,1.721763085399449e-11,1.721763085399449e-11,0,0,1.721763085399449e-11,0,1.721763085399449e-11,switch,_389-4187491-3,CLOSED,1000000,7621.023553,58.08,abc
32,33,_409-1450774_n,_500-4125309_n,1.721763085399449e-11,0,0,1.721763085399449e-11,0,1.721763085399449e-11,1.721763085399449e-11,0,0,1.721763085399449e-11,0,1.721763085399449e-11,switch,_389-4187491-26,CLOSED,1000000,7621.023553,58.08,abc
33,34,_500-4125309_n,_729-35525_n,0.000120182,1.4637275146621357e-05,1.4637275146621357e-05,0.000120182,1.4637275146621357e-05,0.000120182,0.000246234,0.000119939,0.000122018,0.000246234,0.000119939,0.000246234,line,_389-4215234-3,,1000000,7621.023553,58.08,abc
34,35,_729-35525_n,_500-4125890_n,1.721763085399449e-11,0,0,1.721763085399449e-11,0,1.721763085399449e-11,1.721763085399449e-11,0,0,1.721763085399449e-11,0,1.721763085399449e-11,switch,_389-4215234-4,CLOSED,1000000,7621.023553,58.08,abc
35,36,_500-4125890_n,_396-225971_sn,5.998150486476574e-05,2.162960403831946e-05,2.162960403831946e-05,5.998150486476574e-05,2.162960403831946e-05,5.998150486476574e-05,0.000317955,0.000177235,0.000177235,0.000317955,0.000180307,0.000317955,line,_394-3341008-5,,1000000,7621.023553,58.08,abc
36,37,_396-225971_sn,_396-225971_ln,1.7217630853994492e-05,0,0,1.7217630853994492e-05,0,1.7217630853994492e-05,1.7217630853994492e-05,0,0,1.7217630853994492e-05,0,1.7217630853994492e-05,switch,_396-225971-0_c_396-225971-0_b_396-225971-0_a,CLOSED,1000000,7621.023553,58.08,cba
37,38,_396-225971_ln,_500-4125812_n,0,0,0,0,0,2.826714597075167e-05,0,0,0,0,0,0.000149841,line,_394-3341013-0,,1000000,7621.023553,58.08,c
38,39,_500-4125812_n,_395-2858644_sn,0,0,0,0,0,0.003171028,0,0,0,0,0,0.000867066,line,_411-2870453-0,,1000000,7621.023553,58.08,c
39,40,_395-2858644_sn,_391-2377503_n,0,0,0,0,0,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,switch,_395-2858644-0_c,CLOSED,1000000,7621.023553,58.08,c
93,40,_395-2858643_sn,_391-2377503_n,0,0,0,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,0,0,switch,_395-2858643-0_b,CLOSED,1000000,7621.023553,58.08,b
95,40,_395-2858642_sn,_391-2377503_n,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,0,0,0,0,0,switch,_395-2858642-0_a,CLOSED,1000000,7621.023553,58.08,a
40,41,_391-2377503_n,_395-2858638_ln,0,0,0,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,0,0,switch,_395-2858638-0_b,CLOSED,1000000,7621.023553,58.08,b
41,42,_395-2858638_ln,_411-2870449-0_n,0,0,0,0.001535194,0,0,0,0,0,0.000597471,0,0,line,_411-2870449-0,,1000000,7621.023553,58.08,b
42,43,_411-2870449-0_n,_391-2374908_n,0,0,0,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,0,0,switch,_395-2858639-0_b,CLOSED,1000000,7621.023553,58.08,b
53,43,_395-2855481_sn,_391-2374908_n,0,0,0,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,0,0,switch,_395-2855481-0_b,CLOSED,1000000,7621.023553,58.08,b
57,43,_395-2855482_sn,_391-2374908_n,0,0,0,0,0,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,switch,_395-2855482-0_c,CLOSED,1000000,7621.023553,58.08,c
79,43,_395-2855480_sn,_391-2374908_n,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,0,0,0,0,0,switch,_395-2855480-0_a,CLOSED,1000000,7621.023553,58.08,a
80,43,_411-2870450-0_n,_391-2374908_n,0,0,0,0,0,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,switch,_395-2858641-0_c,CLOSED,1000000,7621.023553,58.08,c
91,43,_411-2870448-0_n,_391-2374908_n,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,0,0,0,0,0,switch,_395-2858637-0_a,CLOSED,1000000,7621.023553,58.08,a
43,44,_391-2374908_n,_395-2864399_ln,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,0,0,0,0,0,switch,_395-2864399-0_a,CLOSED,1000000,7621.023553,58.08,a
44,45,_395-2864399_ln,_395-2864405_sn,0.001780401,0,0,0,0,0,0.000886998,0,0,0,0,0,line,_411-2876217-0,,1000000,7621.023553,58.08,a
45,46,_395-2864405_sn,_391-2383192_n,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,0,0,0,0,0,switch,_395-2864405-0_a,CLOSED,1000000,7621.023553,58.08,a
49,46,_395-2864407_sn,_391-2383192_n,0,0,0,0,0,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,switch,_395-2864407-0_c,CLOSED,1000000,7621.023553,58.08,c
51,46,_395-2864406_sn,_391-2383192_n,0,0,0,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,0,0,switch,_395-2864406-0_b,CLOSED,1000000,7621.023553,58.08,b
46,47,_391-2383192_n,_391-2383192_ln,0,0,0,0,0,0,0.0765,0,0,0.0765,0,0.0765,transformer,ave31344_tnk,,1000000,277.1281292110204,0.0768,abc
47,48,_391-2383192_ln,_406-3279267_n,0.42839533809025837,0.1052980793580701,0.10116863907762215,0.4313931944658726,0.1052980793580701,0.42839533809025837,0.12610786457864792,0.05266605,0.040169545481217324,0.11792280417513337,0.052666050257906535,0.12610786457864792,line,_389-4494050-1,,1000000,277.1281292110204,0.0768,abc
50,49,_395-2864401_ln,_395-2864407_sn,0,0,0,0,0,0.002607769,0,0,0,0,0,0.001299193,line,_411-2876219-0,,1000000,7621.023553,58.08,c
43,50,_391-2374908_n,_395-2864401_ln,0,0,0,0,0,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,switch,_395-2864401-0_c,CLOSED,1000000,7621.023553,58.08,c
52,51,_395-2864400_ln,_395-2864406_sn,0,0,0,0.002111639,0,0,0,0,0,0.001052021,0,0,line,_411-2876218-0,,1000000,7621.023553,58.08,b
43,52,_391-2374908_n,_395-2864400_ln,0,0,0,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,0,0,switch,_395-2864400-0_b,CLOSED,1000000,7621.023553,58.08,b
54,53,_395-2855475_ln,_395-2855481_sn,0,0,0,0.00056534,0,0,0,0,0,0.00022002,0,0,line,_411-2867296-0,,1000000,7621.023553,58.08,b
55,54,_720-64324_n,_395-2855475_ln,0,0,0,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,0,0,switch,_395-2855475-0_b,CLOSED,1000000,7621.023553,58.08,b
58,55,_391-2374901_n,_720-64324_n,1.7217630853994492e-05,0,0,1.7217630853994492e-05,0,1.7217630853994492e-05,1.7217630853994492e-05,0,0,1.7217630853994492e-05,0,1.7217630853994492e-05,switch,_720:64324,CLOSED,1000000,7621.023553,58.08,abc
55,56,_720-64324_n,_395-2855476_ln,0,0,0,0,0,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,switch,_395-2855476-0_c,CLOSED,1000000,7621.023553,58.08,c
56,57,_395-2855476_ln,_395-2855482_sn,0,0,0,0,0,0.000519546,0,0,0,0,0,0.000202198,line,_411-2867297-0,,1000000,7621.023553,58.08,c
59,58,_720-64642_n,_391-2374901_n,1.7217630853994492e-05,0,0,1.7217630853994492e-05,0,1.7217630853994492e-05,1.7217630853994492e-05,0,0,1.7217630853994492e-05,0,1.7217630853994492e-05,switch,_720:64642,CLOSED,1000000,7621.023553,58.08,abc
66,58,_720-64961_n,_391-2374901_n,1.7217630853994492e-05,0,0,1.7217630853994492e-05,0,1.7217630853994492e-05,1.7217630853994492e-05,0,0,1.7217630853994492e-05,0,1.7217630853994492e-05,switch,_720:64961,CLOSED,1000000,7621.023553,58.08,abc
60,59,_395-2857729_sn,_720-64642_n,0,0,0,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,0,0,switch,_395-2857729-0_b,CLOSED,1000000,7621.023553,58.08,b
62,59,_395-2857728_sn,_720-64642_n,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,0,0,0,0,0,switch,_395-2857728-0_a,CLOSED,1000000,7621.023553,58.08,a
64,59,_395-2857730_sn,_720-64642_n,0,0,0,0,0,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,switch,_395-2857730-0_c,CLOSED,1000000,7621.023553,58.08,c
61,60,_395-2857734_ln,_395-2857729_sn,0,0,0,0.000333354,0,0,0,0,0,9.115027904535111e-05,0,0,line,_411-2869868-0,,1000000,7621.023553,58.08,b
40,61,_391-2377503_n,_395-2857734_ln,0,0,0,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,0,0,switch,_395-2857734-0_b,CLOSED,1000000,7621.023553,58.08,b
63,62,_395-2857736_ln,_395-2857728_sn,0.000275681,0,0,0,0,0,7.538052208804008e-05,0,0,0,0,0,line,_411-2869871-0,,1000000,7621.023553,58.08,a
40,63,_391-2377503_n,_395-2857736_ln,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,0,0,0,0,0,switch,_395-2857736-0_a,CLOSED,1000000,7621.023553,58.08,a
65,64,_395-2857737_ln,_395-2857730_sn,0,0,0,0,0,0.00043126,0,0,0,0,0,0.000117921,line,_411-2870145-0,,1000000,7621.023553,58.08,c
40,65,_391-2377503_n,_395-2857737_ln,0,0,0,0,0,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,switch,_395-2857737-0_c,CLOSED,1000000,7621.023553,58.08,c
67,66,_394-3529560-1_n,_720-64961_n,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,0,0,0,0,0,switch,_395-2858645-0_a,CLOSED,1000000,7621.023553,58.08,a
68,66,_394-3529526-1_n,_720-64961_n,0,0,0,0,0,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,switch,_395-2858647-0_c,CLOSED,1000000,7621.023553,58.08,c
69,66,_394-3529528-1_n,_720-64961_n,0,0,0,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,0,0,switch,_395-2858646-0_b,CLOSED,1000000,7621.023553,58.08,b
58,70,_391-2374901_n,_720-64323_n,1.7217630853994492e-05,0,0,1.7217630853994492e-05,0,1.7217630853994492e-05,1.7217630853994492e-05,0,0,1.7217630853994492e-05,0,1.7217630853994492e-05,switch,_720:64323,CLOSED,1000000,7621.023553,58.08,abc
70,71,_720-64323_n,_395-2855473_ln,0,0,0,0,0,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,switch,_395-2855473-0_c,CLOSED,1000000,7621.023553,58.08,c
71,72,_395-2855473_ln,_395-2855479_sn,0,0,0,0,0,0.00045358,0,0,0,0,0,0.000176526,line,_411-2867294-0,,1000000,7621.023553,58.08,c
72,73,_395-2855479_sn,_391-2374904_n,0,0,0,0,0,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,switch,_395-2855479-0_c,CLOSED,1000000,7621.023553,58.08,c
74,73,_395-2855477_sn,_391-2374904_n,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,0,0,0,0,0,switch,_395-2855477-0_a,CLOSED,1000000,7621.023553,58.08,a
76,73,_395-2855478_sn,_391-2374904_n,0,0,0,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,0,0,switch,_395-2855478-0_b,CLOSED,1000000,7621.023553,58.08,b
75,74,_395-2855471_ln,_395-2855477_sn,0.000468845,0,0,0,0,0,0.000182466,0,0,0,0,0,line,_411-2867292-0,,1000000,7621.023553,58.08,a
70,75,_720-64323_n,_395-2855471_ln,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,0,0,0,0,0,switch,_395-2855471-0_a,CLOSED,1000000,7621.023553,58.08,a
77,76,_395-2855472_ln,_395-2855478_sn,0,0,0,0.000410512,0,0,0,0,0,0.000159764,0,0,line,_411-2867293-0,,1000000,7621.023553,58.08,b
70,77,_720-64323_n,_395-2855472_ln,0,0,0,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,0,0,switch,_395-2855472-0_b,CLOSED,1000000,7621.023553,58.08,b
55,78,_720-64324_n,_395-2855474_ln,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,0,0,0,0,0,switch,_395-2855474-0_a,CLOSED,1000000,7621.023553,58.08,a
78,79,_395-2855474_ln,_395-2855480_sn,0.000712535,0,0,0,0,0,0.000277306,0,0,0,0,0,line,_411-2867295-0,,1000000,7621.023553,58.08,a
81,80,_395-2858640_ln,_411-2870450-0_n,0,0,0,0,0,0.001159028,0,0,0,0,0,0.000451074,line,_411-2870450-0,,1000000,7621.023553,58.08,c
40,81,_391-2377503_n,_395-2858640_ln,0,0,0,0,0,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,switch,_395-2858640-0_c,CLOSED,1000000,7621.023553,58.08,c
43,82,_391-2374908_n,_395-2864397_ln,0,0,0,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,0,0,switch,_395-2864397-0_b,CLOSED,1000000,7621.023553,58.08,b
82,83,_395-2864397_ln,_395-2864403_sn,0,0,0,0.00091962,0,0,0,0,0,0.000458156,0,0,line,_411-2876215-0,,1000000,7621.023553,58.08,b
83,84,_395-2864403_sn,_391-2383188_n,0,0,0,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,0,0,switch,_395-2864403-0_b,CLOSED,1000000,7621.023553,58.08,b
87,84,_395-2864404_sn,_391-2383188_n,0,0,0,0,0,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,switch,_395-2864404-0_c,CLOSED,1000000,7621.023553,58.08,c
89,84,_395-2864402_sn,_391-2383188_n,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,0,0,0,0,0,switch,_395-2864402-0_a,CLOSED,1000000,7621.023553,58.08,a
84,85,_391-2383188_n,_391-2383188_ln,0,0,0,0,0,0,0.0765,0,0,0.0765,0,0.0765,transformer,ave31285_tnk,,1000000,277.1281292110204,0.0768,abc
85,86,_391-2383188_ln,_500-4424881_n,0.3910291599521646,0.096113603,0.092344347,0.39376553254071667,0.096113603,0.3910291599521645,0.11510828425299187,0.048072328,0.036665814,0.10763715417951364,0.048072328,0.11510828425299187,line,_389-4494051-2,,1000000,277.1281292110204,0.0768,abc
88,87,_395-2864398_ln,_395-2864404_sn,0,0,0,0,0,0.001233424,0,0,0,0,0,0.000614493,line,_411-2876216-0,,1000000,7621.023553,58.08,c
43,88,_391-2374908_n,_395-2864398_ln,0,0,0,0,0,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,switch,_395-2864398-0_c,CLOSED,1000000,7621.023553,58.08,c
90,89,_395-2864396_ln,_395-2864402_sn,0.000771435,0,0,0,0,0,0.00038433,0,0,0,0,0,line,_411-2876214-0,,1000000,7621.023553,58.08,a
43,90,_391-2374908_n,_395-2864396_ln,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,0,0,0,0,0,switch,_395-2864396-0_a,CLOSED,1000000,7621.023553,58.08,a
92,91,_395-2858636_ln,_411-2870448-0_n,0.002046017,0,0,0,0,0,0.000796275,0,0,0,0,0,line,_411-2870448-0,,1000000,7621.023553,58.08,a
40,92,_391-2377503_n,_395-2858636_ln,1.7217630853994492e-05,0,0,0,0,0,1.7217630853994492e-05,0,0,0,0,0,switch,_395-2858636-0_a,CLOSED,1000000,7621.023553,58.08,a
94,93,_500-4125810_n,_395-2858643_sn,0,0,0,0.00315438,0,0,0,0,0,0.000862514,0,0,line,_411-2870452-0,,1000000,7621.023553,58.08,b
37,94,_396-225971_ln,_500-4125810_n,0,0,0,2.826714597075167e-05,0,0,0,0,0,0.000149841,0,0,line,_394-3341011-0,,1000000,7621.023553,58.08,b
96,95,_500-4125312_n,_395-2858642_sn,0.003193622,0,0,0,0,0,0.000873244,0,0,0,0,0,line,_411-2870451-0,,1000000,7621.023553,58.08,a
37,96,_396-225971_ln,_500-4125312_n,2.826714597075167e-05,0,0,0,0,0,0.000149841,0,0,0,0,0,line,_394-3341009-0,,1000000,7621.023553,58.08,a
33,97,_500-4125309_n,_409-23049_n,1.721763085399449e-11,0,0,1.721763085399449e-11,0,1.721763085399449e-11,1.721763085399449e-11,0,0,1.721763085399449e-11,0,1.721763085399449e-11,switch,_389-4187491-27,CLOSED,1000000,7621.023553,58.08,abc
97,98,_409-23049_n,_409-23035_n,0.000829537,0.000101031,0.000101031,0.000829537,0.000101031,0.000829537,0.001699593,0.000827859,0.000842211,0.001699593,0.000827859,0.001699593,line,_389-4187491-7,,1000000,7621.023553,58.08,abc
98,99,_409-23035_n,_409-23035_n_sec,0,0,0,0,0,0,0.40800038046035486,0,0,0.40800038046035486,0,0.40800038046035486,transformer,ava07453_ava08187_ava08183_tnk,,1000000,119.99994404998696,0.014399986572000001,abc
99,100,_409-23035_n_sec,_406-92375_n,2.208992271692228,0.5429625928305616,0.5216694067128308,2.2244505201290488,0.5429625928305617,2.2089922716922277,0.6502668761422218,0.2715690103419348,0.2071316086700812,0.6080611526735685,0.27156901034193476,0.6502668761422218,line,_389-153104-2,,1000000,119.99994404998696,0.014399986572000001,abc
99,101,_409-23035_n_sec,_406-2075826_n,0.7746910635159528,0.1904163603827637,0.182948864,0.7801122535649523,0.19041636038276372,0.7746910635159527,0.22804784982878426,0.095238941,0.072640818,0.21324635087408503,0.095238941,0.22804784982878426,line,_389-4275487-0,,1000000,119.99994404998696,0.014399986572000001,abc
98,102,_409-23035_n,_409-2046771_n,0.000765236,9.319997487201158e-05,9.319997487201158e-05,0.000765236,9.319997487201158e-05,0.000765236,0.001567849,0.000763687,0.000776927,0.001567849,0.000763687,0.001567849,line,_389-4187491-31,,1000000,7621.023553,58.08,abc
102,103,_409-2046771_n,_409-2046771_n_sec,0,0,0,0,0,0,0.0765,0,0,0.0765,0,0.0765,transformer,avc21683_avc21682_avc21672_tnk,,1000000,277.1281292110204,0.0768,abc
103,104,_409-2046771_n_sec,_406-3369574_n,0.6741700590830724,0.16570864822811765,0.15921010645999256,0.6788878158609125,0.1657086482281177,0.6741700590830723,0.19845721686148396,0.082881094,0.063215218,0.1855763048505477,0.082881094,0.19845721686148396,line,_389-4602006-1,,1000000,277.1281292110204,0.0768,abc
102,105,_409-2046771_n,_409-23030_n,0.000962223,0.000117191,0.000117191,0.000962223,0.000117191,0.000962223,0.001971444,0.000960275,0.000976923,0.001971444,0.000960275,0.001971444,line,_389-4187491-32,,1000000,7621.023553,58.08,abc
105,106,_409-23030_n,_409-23030_n_sec,0,0,0,0,0,0,0.40800038046035486,0,0,0.40800038046035486,0,0.40800038046035486,transformer,__ave04971___tnk,,1000000,119.99994404998696,0.014399986572000001,b
106,107,_409-23030_n_sec,_500-2251093_n,12.549071904787331,3.6150252926777524,0,12.549071904787331,0,0,5.106494911,3.9057518365580317,0,5.106494911,0,0,line,_389-153213-4,,1000000,119.99994404998696,0.014399986572000001,ab
106,108,_409-23030_n_sec,_406-92421_n,12.611703388885632,3.6330676149188843,0,12.611703388885632,0,0,5.131981047377883,3.925245153346661,0,5.131981047377883,0,0,line,_389-153214-0,,1000000,119.99994404998696,0.014399986572000001,ab
