fb,tb,from_name,to_name,raa,rab,rac,rbb,rbc,rcc,xaa,xab,xac,xbb,xbc,xcc,type,name,status,s_base,v_ln_base,z_base,phases
12,13,hvmv69s1s2_7,hvmv69s1s2_8,6.18357487922705e-05,2.5288804872925835e-05,2.5288804872925835e-05,6.18357487922705e-05,2.5288804872925835e-05,6.18357487922705e-05,0.00013566477630749842,5.9672337744171396e-05,5.9672337744171396e-05,0.00013566477630749842,5.9672337744171396e-05,0.00013566477630749842,line,hvmv69s1s2-7,,1000000.0,39837.16857408418,1587.0,abc
13,14,hvmv69s1s2_8,hvmv69s1s2_9,6.18357487922705e-05,2.5288804872925835e-05,2.5288804872925835e-05,6.18357487922705e-05,2.5288804872925835e-05,6.18357487922705e-05,0.00013566477630749842,5.9672337744171396e-05,5.9672337744171396e-05,0.00013566477630749842,5.9672337744171396e-05,0.00013566477630749842,line,hvmv69s1s2-8,,1000000.0,39837.16857408418,1587.0,abc
14,15,hvmv69s1s2_9,hvmv69s1s2_10,6.18357487922705e-05,2.5288804872925835e-05,2.5288804872925835e-05,6.18357487922705e-05,2.5288804872925835e-05,6.18357487922705e-05,0.00013566477630749842,5.9672337744171396e-05,5.9672337744171396e-05,0.00013566477630749842,5.9672337744171396e-05,0.00013566477630749842,line,hvmv69s1s2-9,,1000000.0,39837.16857408418,1587.0,abc
15,16,hvmv69s1s2_10,hvmv69sub2_lnb,6.30119722747322e-10,0.0,0.0,6.30119722747322e-10,0.0,6.30119722747322e-10,6.30119722747322e-10,0.0,0.0,6.30119722747322e-10,0.0,6.30119722747322e-10,switch,hvmv69s2b3_sw,CLOSED,1000000.0,39837.16857408418,1587.0,abc
16,17,hvmv69sub2_lnb,hvmv69sub2_hsb,6.30119722747322e-10,0.0,0.0,6.30119722747322e-10,0.0,6.30119722747322e-10,6.30119722747322e-10,0.0,0.0,6.30119722747322e-10,0.0,6.30119722747322e-10,switch,hvmv69s2b1_sw,CLOSED,1000000.0,39837.16857408418,1587.0,abc
17,18,hvmv69sub2_hsb,regxfmr_hvmv11sub2_lsb,0.0020099999999999996,0.0,0.0,0.0020099999999999996,0.0,0.0020099999999999996,0.011909999999999999,0.0,0.0,0.011909999999999999,0.0,0.011909999999999999,transformer,hvmv69_11sub2,,1000000.0,7199.557856794634,51.833633333333346,abc
18,19,regxfmr_hvmv11sub2_lsb,hvmv11sub2_lsb,3.636810286803952e-07,0.0,0.0,3.636810286803952e-07,0.0,3.636810286803952e-07,3.636810286803952e-05,0.0,0.0,3.636810286803952e-05,0.0,3.636810286803952e-05,transformer,feeder_reg2a,,1000000.0,7199.557856794634,51.833633333333346,abc
19,20,hvmv11sub2_lsb,m1047300,1.9292492840877443e-08,0.0,0.0,1.9292492840877443e-08,0.0,1.9292492840877443e-08,1.9292492840877443e-08,0.0,0.0,1.9292492840877443e-08,0.0,1.9292492840877443e-08,switch,hvmv69s2b2_sw,CLOSED,1000000.0,7199.557856794634,51.833633333333346,abc
20,21,m1047300,l3027116,0.0001304194637278626,5.333730785609595e-05,5.333730785609595e-05,0.0001304194637278626,5.333730785609595e-05,0.0001304194637278626,0.00028613427860674754,0.0001258565545009707,0.0001258565545009707,0.00028613427860674754,0.0001258565545009707,0.00028613427860674754,line,ln5774497-1,,1000000.0,7199.557856794634,51.833633333333346,abc
21,22,l3027116,m1047303,0.00013670271095279825,5.590695108259818e-05,5.590695108259818e-05,0.00013670271095279825,5.590695108259818e-05,0.00013670271095279825,0.0002999194327595531,0.0001319199734432405,0.0001319199734432405,0.0002999194327595531,0.0001319199734432405,0.0002999194327595531,line,ln5865272-1,,1000000.0,7199.557856794634,51.833633333333346,abc
22,23,m1047303,l3048230,0.0,0.0,0.0,0.0,0.0,0.00031584019693776683,0.0,0.0,0.0,0.0,0.0,0.0006567297888050806,line,ln5986964-1,,1000000.0,7199.557856794634,51.833633333333346,c
23,24,l3048230,l2991943,0.0,0.0,0.0,0.0,0.0,7.735335819921298e-05,0.0,0.0,0.0,0.0,0.0,0.00016084163791077734,line,ln5532789-1,,1000000.0,7199.557856794634,51.833633333333346,c
24,25,l2991943,m1047319,0.0,0.0,0.0,0.0,0.0,8.670490330281046e-05,0.0,0.0,0.0,0.0,0.0,0.00018028640238480933,line,ln5532790-1,,1000000.0,7199.557856794634,51.833633333333346,c
25,26,m1047319,l2991921,0.0,0.0,0.0,0.0,0.0,4.058518229798026e-05,0.0,0.0,0.0,0.0,0.0,8.438918939890378e-05,line,ln6350549-1,,1000000.0,7199.557856794634,51.833633333333346,c
25,27,m1047319,m1047318,0.0,0.0,0.0,0.0,0.0,8.288202793681578e-05,0.0,0.0,0.0,0.0,0.0,0.00017233745808931006,line,ln5623409-1,,1000000.0,7199.557856794634,51.833633333333346,c
27,28,m1047318,l2841637,0.0,0.0,0.0,0.0,0.0,8.19543917495011e-05,0.0,0.0,0.0,0.0,0.0,0.00017040861456879024,line,ln5472367-1,,1000000.0,7199.557856794634,51.833633333333346,c
27,29,m1047318,l3254205,0.0,0.0,0.0,0.0,0.0,0.0004317800563212174,0.0,0.0,0.0,0.0,0.0,0.000897804737798945,line,ln6138612-1,,1000000.0,7199.557856794634,51.833633333333346,c
22,30,m1047303,l3254238,0.00018802438968263196,7.689584415009809e-05,7.689584415009809e-05,0.00018802438968263196,7.689584415009809e-05,0.00018802438968263196,0.00041251682505438867,0.00018144609072294756,0.00018144609072294756,0.00041251682505438867,0.00018144609072294756,0.00041251682505438867,line,ln6380847-1,,1000000.0,7199.557856794634,51.833633333333346,abc
30,31,l3254238,l2673346,0.00024456946283912167,0.00010002093521002118,0.00010002093521002118,0.00024456946283912167,0.00010002093521002118,0.00024456946283912167,0.0005365741034231955,0.00023601285459441066,0.00023601285459441066,0.0005365741034231955,0.00023601285459441066,0.0005365741034231955,line,ln6350577-1,,1000000.0,7199.557856794634,51.833633333333346,abc
31,32,l2673346,e182748,0.00012109105329679758,4.9522292177087034e-05,4.9522292177087034e-05,0.00012109105329679758,4.9522292177087034e-05,0.00012109105329679758,0.0002656681770529945,0.00011685451169028604,0.00011685451169028604,0.0002656681770529945,0.00011685451169028604,0.0002656681770529945,line,ln6171508-1,,1000000.0,7199.557856794634,51.833633333333346,abc
32,33,e182748,d6049825-1_int,1.9292492840877443e-08,0.0,0.0,1.9292492840877443e-08,0.0,1.9292492840877443e-08,1.9292492840877443e-08,0.0,0.0,1.9292492840877443e-08,0.0,1.9292492840877443e-08,switch,l5523_48332_sw,CLOSED,1000000.0,7199.557856794634,51.833633333333346,abc
33,34,d6049825-1_int,m1047309,8.654251585682135e-06,3.5393066946879365e-06,3.5393066946879365e-06,8.654251585682135e-06,3.5393066946879365e-06,8.654251585682135e-06,1.898702819019053e-05,8.351470365123287e-06,8.351470365123287e-06,1.898702819019053e-05,8.351470365123287e-06,1.898702819019053e-05,line,ln6049825-1,,1000000.0,7199.557856794634,51.833633333333346,abc
34,35,m1047309,n1137960,4.7618839196429054e-05,1.947455244310481e-05,1.947455244310481e-05,4.7618839196429054e-05,1.947455244310481e-05,4.7618839196429054e-05,0.00010447353341363295,4.595282681965184e-05,4.595282681965184e-05,0.00010447353341363295,4.595282681965184e-05,0.00010447353341363295,line,ln6320367-2,,1000000.0,7199.557856794634,51.833633333333346,abc
35,36,n1137960,m1047312,2.8718917284723092e-05,1.1745100683018543e-05,1.1745100683018543e-05,2.8718917284723092e-05,1.1745100683018543e-05,2.8718917284723092e-05,6.30079778335688e-05,2.77141453824383e-05,2.77141453824383e-05,6.30079778335688e-05,2.77141453824383e-05,6.30079778335688e-05,line,ln6320367-3,,1000000.0,7199.557856794634,51.833633333333346,abc
36,37,m1047312,p893163,4.637714328341507e-06,0.0,0.0,0.0,0.0,0.0,9.643247379275615e-06,0.0,0.0,0.0,0.0,0.0,line,ln6014135-1,,1000000.0,7199.557856794634,51.833633333333346,a
37,38,p893163,m1047314,4.393150071800227e-06,0.0,0.0,0.0,0.0,0.0,9.134722390674265e-06,0.0,0.0,0.0,0.0,0.0,line,ln5741249-1,,1000000.0,7199.557856794634,51.833633333333346,a
38,39,m1047314,n1137961,2.161832752093396e-05,0.0,0.0,0.0,0.0,0.0,4.495121205214889e-05,0.0,0.0,0.0,0.0,0.0,line,ln6301772-2,,1000000.0,7199.557856794634,51.833633333333346,a
39,40,n1137961,l3104133,0.00013781615411872212,0.0,0.0,0.0,0.0,0.0,0.00028656255494341183,0.0,0.0,0.0,0.0,0.0,line,ln6301772-3,,1000000.0,7199.557856794634,51.833633333333346,a
40,41,l3104133,m1047323,0.00014280756420059301,0.0,0.0,0.0,0.0,0.0,0.0002969412455619227,0.0,0.0,0.0,0.0,0.0,line,ln5532756-1,,1000000.0,7199.557856794634,51.833633333333346,a
41,42,m1047323,l3010569,4.488757315230972e-05,0.0,0.0,0.0,0.0,0.0,9.333519520980263e-05,0.0,0.0,0.0,0.0,0.0,line,ln5653468-1,,1000000.0,7199.557856794634,51.833633333333346,a
42,43,l3010569,m1047335,5.902808302717218e-05,0.0,0.0,0.0,0.0,0.0,0.00012273770367374076,0.0,0.0,0.0,0.0,0.0,line,ln5895784-1,,1000000.0,7199.557856794634,51.833633333333346,a
43,44,m1047335,l2954354,6.646056134723334e-05,0.0,0.0,0.0,0.0,0.0,0.0001381921327323507,0.0,0.0,0.0,0.0,0.0,line,ln6077783-1,,1000000.0,7199.557856794634,51.833633333333346,a
44,45,l2954354,l2673321,6.46030040469219e-05,0.0,0.0,0.0,0.0,0.0,0.00013432969462170313,0.0,0.0,0.0,0.0,0.0,line,ln6229806-1,,1000000.0,7199.557856794634,51.833633333333346,a
43,46,m1047335,l2710519,9.548290968090858e-05,0.0,0.0,0.0,0.0,0.0,0.00019853860185375127,0.0,0.0,0.0,0.0,0.0,line,ln6169255-1,,1000000.0,7199.557856794634,51.833633333333346,a
46,47,l2710519,m1047344,5.557022621734021e-05,0.0,0.0,0.0,0.0,0.0,0.00011554774623812464,0.0,0.0,0.0,0.0,0.0,line,ln5804801-1,,1000000.0,7199.557856794634,51.833633333333346,a
47,48,m1047344,l3066819,6.304643255440964e-05,0.0,0.0,0.0,0.0,0.0,0.00013109309941485868,0.0,0.0,0.0,0.0,0.0,line,ln5532757-1,,1000000.0,7199.557856794634,51.833633333333346,a
47,49,m1047344,l3029499,8.423167826038304e-05,0.0,0.0,0.0,0.0,0.0,0.00017514379996900334,0.0,0.0,0.0,0.0,0.0,line,ln6108148-1,,1000000.0,7199.557856794634,51.833633333333346,a
47,50,m1047344,l2897772,7.945671061710896e-05,0.0,0.0,0.0,0.0,0.0,0.0001652151603521265,0.0,0.0,0.0,0.0,0.0,line,ln5714055-1,,1000000.0,7199.557856794634,51.833633333333346,a
50,51,l2897772,l3101814,6.31602637026538e-05,0.0,0.0,0.0,0.0,0.0,0.00013132978969896634,0.0,0.0,0.0,0.0,0.0,line,ln6318859-1,,1000000.0,7199.557856794634,51.833633333333346,a
38,52,m1047314,m1047311,2.4973117621827266e-05,0.0,0.0,0.0,0.0,0.0,5.1926861813661515e-05,0.0,0.0,0.0,0.0,0.0,line,ln5756001-1,,1000000.0,7199.557856794634,51.833633333333346,a
52,53,m1047311,l2748158,1.1767667145334847e-05,0.0,0.0,0.0,0.0,0.0,2.446863202978246e-05,0.0,0.0,0.0,0.0,0.0,line,ln6138639-1,,1000000.0,7199.557856794634,51.833633333333346,a
36,54,m1047312,l3216370,0.00019099094191737785,7.81090672787102e-05,7.81090672787102e-05,0.00019099094191737785,7.81090672787102e-05,0.00019099094191737785,0.00041902530361560597,0.0001843088539358936,0.0001843088539358936,0.00041902530361560597,0.0001843088539358936,0.00041902530361560597,line,ln6199560-1,,1000000.0,7199.557856794634,51.833633333333346,abc
54,55,l3216370,m1047316,2.7823764713901958e-05,1.1379012471310442e-05,1.1379012471310442e-05,2.7823764713901958e-05,1.1379012471310442e-05,2.7823764713901958e-05,6.104405444534403e-05,2.685031098919684e-05,2.685031098919684e-05,6.104405444534403e-05,2.685031098919684e-05,6.104405444534403e-05,line,ln5593253-1,,1000000.0,7199.557856794634,51.833633333333346,abc
55,56,m1047316,l2785527,7.456432554409652e-05,0.0,0.0,0.0,0.0,0.0,0.0001550423734589317,0.0,0.0,0.0,0.0,0.0,line,ln6138640-1,,1000000.0,7199.557856794634,51.833633333333346,a
56,57,l2785527,l2766729,8.091326346021148e-05,0.0,0.0,0.0,0.0,0.0,0.00016824378574657766,0.0,0.0,0.0,0.0,0.0,line,ln5744342-1,,1000000.0,7199.557856794634,51.833633333333346,a
55,58,m1047316,l2766728,0.0,0.0,0.0,0.0,0.0,3.850103243132353e-05,0.0,0.0,0.0,0.0,0.0,8.005559502099342e-05,line,ln5956502-1,,1000000.0,7199.557856794634,51.833633333333346,c
55,59,m1047316,l3235255,9.694980800754202e-05,3.964931006830181e-05,3.964931006830181e-05,9.694980800754202e-05,3.964931006830181e-05,9.694980800754202e-05,0.0002127034001089382,9.355788198010428e-05,9.355788198010428e-05,0.0002127034001089382,9.355788198010428e-05,0.0002127034001089382,line,ln5714080-1,,1000000.0,7199.557856794634,51.833633333333346,abc
59,60,l3235255,l2897780,8.249229390698055e-05,3.373665824184937e-05,3.373665824184937e-05,8.249229390698055e-05,3.373665824184937e-05,8.249229390698055e-05,0.00018098428204659905,7.960618443944697e-05,7.960618443944697e-05,0.00018098428204659905,7.960618443944697e-05,0.00018098428204659905,line,ln5744341-1,,1000000.0,7199.557856794634,51.833633333333346,abc
60,61,l2897780,m1047324,0.00017530760442929902,7.169509365926492e-05,7.169509365926492e-05,0.00017530760442929902,7.169509365926492e-05,0.00017530760442929902,0.00038461678566876454,0.00016917422017107296,0.00016917422017107296,0.00038461678566876454,0.00016917422017107296,0.00038461678566876454,line,ln5986935-1,,1000000.0,7199.557856794634,51.833633333333346,abc
61,62,m1047324,m1047325,1.7386951324397468e-05,7.1106961258745045e-06,7.1106961258745045e-06,1.7386951324397468e-05,7.1106961258745045e-06,1.7386951324397468e-05,3.814616800417232e-05,1.6778644263795255e-05,1.6778644263795255e-05,3.814616800417232e-05,1.6778644263795255e-05,3.814616800417232e-05,line,ln6350546-1,,1000000.0,7199.557856794634,51.833633333333346,abc
62,63,m1047325,p827532,1.0776538669551108e-05,0.0,0.0,0.0,0.0,0.0,2.240776833703213e-05,0.0,0.0,0.0,0.0,0.0,line,ln5837356-1,,1000000.0,7199.557856794634,51.833633333333346,a
63,64,p827532,m1047326,8.16028197907536e-06,0.0,0.0,0.0,0.0,0.0,1.6967758735801525e-05,0.0,0.0,0.0,0.0,0.0,line,ln6201699-1,,1000000.0,7199.557856794634,51.833633333333346,a
64,65,m1047326,m1047338,0.00011450071427239326,0.0,0.0,0.0,0.0,0.0,0.00023808251967673491,0.0,0.0,0.0,0.0,0.0,line,ln5472372-1,,1000000.0,7199.557856794634,51.833633333333346,a
65,66,m1047338,l2691953,0.00016911014714384286,0.0,0.0,0.0,0.0,0.0,0.0003516324783715077,0.0,0.0,0.0,0.0,0.0,line,ln6169256-1,,1000000.0,7199.557856794634,51.833633333333346,a
64,67,m1047326,m1047322,4.359600380447958e-05,0.0,0.0,0.0,0.0,0.0,9.064962170379719e-05,0.0,0.0,0.0,0.0,0.0,line,ln6138613-1,,1000000.0,7199.557856794634,51.833633333333346,a
67,68,m1047322,l3048211,8.31942022714981e-05,0.0,0.0,0.0,0.0,0.0,0.00017298656541280463,0.0,0.0,0.0,0.0,0.0,line,ln5835148-1,,1000000.0,7199.557856794634,51.833633333333346,a
62,69,m1047325,q14412,6.426588335372975e-05,2.6282650665044352e-05,2.6282650665044352e-05,6.426588335372975e-05,2.6282650665044352e-05,6.426588335372975e-05,0.00014099637927368906,6.201745061411219e-05,6.201745061411219e-05,0.00014099637927368906,6.201745061411219e-05,0.00014099637927368906,line,ln5926308-2,,1000000.0,7199.557856794634,51.833633333333346,abc
69,70,q14412,d5926308-3_int,1.9292492840877443e-08,0.0,0.0,1.9292492840877443e-08,0.0,1.9292492840877443e-08,1.9292492840877443e-08,0.0,0.0,1.9292492840877443e-08,0.0,1.9292492840877443e-08,switch,ln4625696_sw,CLOSED,1000000.0,7199.557856794634,51.833633333333346,abc
70,71,d5926308-3_int,l2860491,6.502180162301307e-05,2.6591796587672452e-05,2.6591796587672452e-05,6.502180162301307e-05,2.6591796587672452e-05,6.502180162301307e-05,0.0001426548290363592,6.274692201459926e-05,6.274692201459926e-05,0.0001426548290363592,6.274692201459926e-05,0.0001426548290363592,line,ln5926308-3,,1000000.0,7199.557856794634,51.833633333333346,abc
71,72,l2860491,m1047339,0.00015690735878184619,6.416999319746695e-05,6.416999319746695e-05,0.00015690735878184619,6.416999319746695e-05,0.00015690735878184619,0.0003442474967296008,0.00015141773311794332,0.00015141773311794332,0.0003442474967296008,0.00015141773311794332,0.0003442474967296008,line,ln5472370-1,,1000000.0,7199.557856794634,51.833633333333346,abc
72,73,m1047339,l2991922,0.00013670669432266943,5.590858015098299e-05,5.590858015098299e-05,0.00013670669432266943,5.590858015098299e-05,0.00013670669432266943,0.0002999281720890361,0.00013192381744928805,0.00013192381744928805,0.0002999281720890361,0.00013192381744928805,0.0002999281720890361,line,ln6047583-1,,1000000.0,7199.557856794634,51.833633333333346,abc
73,74,l2991922,m1047345,0.0001034223315646404,4.2296361142604275e-05,4.2296361142604275e-05,0.0001034223315646404,4.2296361142604275e-05,0.0001034223315646404,0.00022690381779076515,9.980395515460038e-05,9.980395515460038e-05,0.00022690381779076515,9.980395515460038e-05,0.00022690381779076515,line,ln6047584-1,,1000000.0,7199.557856794634,51.833633333333346,abc
74,75,m1047345,m1047340,9.741128736875478e-05,0.0,0.0,0.0,0.0,0.0,0.00020254829752882453,0.0,0.0,0.0,0.0,0.0,line,ln5472371-1,,1000000.0,7199.557856794634,51.833633333333346,a
75,76,m1047340,m1047342,0.00010929798996661753,0.0,0.0,0.0,0.0,0.0,0.00022726444120644957,0.0,0.0,0.0,0.0,0.0,line,ln6411391-1,,1000000.0,7199.557856794634,51.833633333333346,a
76,77,m1047342,l3197645,8.24655168683911e-05,0.0,0.0,0.0,0.0,0.0,0.00017147140231599942,0.0,0.0,0.0,0.0,0.0,line,ln5683832-1,,1000000.0,7199.557856794634,51.833633333333346,a
75,78,m1047340,l2991923,7.250495179127578e-05,0.0,0.0,0.0,0.0,0.0,0.0001507602963108252,0.0,0.0,0.0,0.0,0.0,line,ln6411390-1,,1000000.0,7199.557856794634,51.833633333333346,a
74,79,m1047345,m1047346,8.168509921678904e-05,3.340654193512703e-05,3.340654193512703e-05,8.168509921678904e-05,3.340654193512703e-05,8.168509921678904e-05,0.000179213334185204,7.882723059609301e-05,7.882723059609301e-05,0.000179213334185204,7.882723059609301e-05,0.000179213334185204,line,ln5865248-1,,1000000.0,7199.557856794634,51.833633333333346,abc
79,80,m1047346,l3104134,8.801902270662095e-05,3.59969101014849e-05,3.59969101014849e-05,8.801902270662095e-05,3.59969101014849e-05,8.801902270662095e-05,0.00019310966972216876,8.493955282252385e-05,8.493955282252385e-05,0.00019310966972216876,8.493955282252385e-05,0.00019310966972216876,line,ln5472369-1,,1000000.0,7199.557856794634,51.833633333333346,abc
80,81,l3104134,l2860490,0.00011995147441075897,4.9056241572878305e-05,4.9056241572878305e-05,0.00011995147441075897,4.9056241572878305e-05,0.00011995147441075897,0.00026316799362061566,0.00011575480258185,0.00011575480258185,0.00026316799362061566,0.00011575480258185,0.00026316799362061566,line,ln5683831-1,,1000000.0,7199.557856794634,51.833633333333346,abc
81,82,l2860490,l3254218,0.00013492054104895847,5.51781017061637e-05,5.51781017061637e-05,0.00013492054104895847,5.51781017061637e-05,0.00013492054104895847,0.0002960094343190296,0.0001302001552717701,0.0001302001552717701,0.0002960094343190296,0.0001302001552717701,0.0002960094343190296,line,ln6199527-1,,1000000.0,7199.557856794634,51.833633333333346,abc
82,83,l3254218,r18242,7.168973938543116e-05,2.931876569974833e-05,2.931876569974833e-05,7.168973938543116e-05,2.931876569974833e-05,7.168973938543116e-05,0.00015728397645737094,6.918157255231319e-05,6.918157255231319e-05,0.00015728397645737094,6.918157255231319e-05,0.00015728397645737094,line,ln6199530-1,,1000000.0,7199.557856794634,51.833633333333346,abc
83,84,r18242,m1069135,0.0001344013663406449,5.4965776180073495e-05,5.4965776180073495e-05,0.0001344013663406449,5.4965776180073495e-05,0.0001344013663406449,0.00029487038899260384,0.00012969914462424332,0.00012969914462424332,0.00029487038899260384,0.00012969914462424332,0.00029487038899260384,line,ln6138614-1,,1000000.0,7199.557856794634,51.833633333333346,abc
84,85,m1069135,m1069136,0.0001423274052818986,5.820726764925471e-05,5.820726764925471e-05,0.0001423274052818986,5.820726764925471e-05,0.0001423274052818986,0.00031225975228117643,0.00013734787989329964,0.00013734787989329964,0.00031225975228117643,0.00013734787989329964,0.00031225975228117643,line,ln5804802-1,,1000000.0,7199.557856794634,51.833633333333346,abc
85,86,m1069136,l2841638,0.0,0.0,0.0,0.0,0.0,5.4320183883180094e-05,0.0,0.0,0.0,0.0,0.0,0.00011294852028123308,line,ln5774468-1,,1000000.0,7199.557856794634,51.833633333333346,c
86,87,l2841638,l2860492,0.0,0.0,0.0,0.0,0.0,0.00010207113369761847,0.0,0.0,0.0,0.0,0.0,0.00021223756420573768,line,ln6199531-1,,1000000.0,7199.557856794634,51.833633333333346,c
85,88,m1069136,l3235256,6.60620064115384e-05,2.701720642645795e-05,2.701720642645795e-05,6.60620064115384e-05,2.701720642645795e-05,6.60620064115384e-05,0.00014493699028944522,6.375073376874346e-05,6.375073376874346e-05,0.00014493699028944522,6.375073376874346e-05,0.00014493699028944522,line,ln5593239-1,,1000000.0,7199.557856794634,51.833633333333346,abc
88,89,l3235256,l3197630,0.00022662934184946828,9.268401072919826e-05,9.268401072919826e-05,0.00022662934184946828,9.268401072919826e-05,0.00022662934184946828,0.000497214306727485,0.00021870039408775123,0.00021870039408775123,0.000497214306727485,0.00021870039408775123,0.000497214306727485,line,ln6229807-1,,1000000.0,7199.557856794634,51.833633333333346,abc
89,90,l3197630,m1069154,0.00033644212137678926,0.0001375938567043662,0.0001375938567043662,0.00033644212137678926,0.0001375938567043662,0.00033644212137678926,0.00073813847213746,0.00032467121835307695,0.00032467121835307695,0.00073813847213746,0.00032467121835307695,0.00073813847213746,line,ln6047561-1,,1000000.0,7199.557856794634,51.833633333333346,abc
90,91,m1069154,l3104120,0.0,0.0,0.0,7.187581954831127e-05,0.0,0.0,0.0,0.0,0.0,0.00014945213512976448,0.0,0.0,line,ln5472350-1,,1000000.0,7199.557856794634,51.833633333333346,b
90,92,m1069154,l2804251,4.393021167080061e-05,0.0,0.0,0.0,0.0,0.0,9.134454357756127e-05,0.0,0.0,0.0,0.0,0.0,line,ln5623393-1,,1000000.0,7199.557856794634,51.833633333333346,a
90,93,m1069154,m1069155,0.00019036452671335012,7.785288388684559e-05,7.785288388684559e-05,0.00019036452671335012,7.785288388684559e-05,0.00019036452671335012,0.00041765097759562797,0.00018370435475293065,0.00018370435475293065,0.00041765097759562797,0.00018370435475293065,0.00041765097759562797,line,ln5532743-1,,1000000.0,7199.557856794634,51.833633333333346,abc
93,94,m1069155,m1069156,0.0002365844912280249,9.675534220059167e-05,9.675534220059167e-05,0.0002365844912280249,9.675534220059167e-05,0.0002365844912280249,0.0005190554445794203,0.00022830724849824015,0.00022830724849824015,0.0005190554445794203,0.00022830724849824015,0.0005190554445794203,line,ln5774453-1,,1000000.0,7199.557856794634,51.833633333333346,abc
94,95,m1069156,l3048206,0.00011339207211791051,4.637365992865631e-05,4.637365992865631e-05,0.00011339207211791051,4.637365992865631e-05,0.00011339207211791051,0.0002487769680059729,0.00010942489024693746,0.00010942489024693746,0.0002487769680059729,0.00010942489024693746,0.0002487769680059729,line,ln6320329-1,,1000000.0,7199.557856794634,51.833633333333346,abc
