id,name,bus,pa,pb,pc,qa,qb,qc,sa_max,sb_max,sc_max,phases,qa_max,qb_max,qc_max,qa_min,qb_min,qc_min
176,l3197636,l3197636,0.0,0.0057285,0.0,0.0,0.0,0.0,0.0,0.0057285,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
178,l3104127,l3104127,0.0,0.0043785,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
179,l2691949,l2691949,0.0,0.0043785,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
181,l3235252,l3235252,0.0,0.0057285,0.0,0.0,0.0,0.0,0.0,0.0057285,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
193,l2954349,l2954349,0.0,0.0043785,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
194,l2766722,l2766722,0.0,0.0043785,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
195,l2879071,l2879071,0.0,0.0043785,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
196,l3029504,l3029504,0.0,0.0043785,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
197,l3046854,l3046854,0.0,0.0065655,0.0,0.0,0.0,0.0,0.0,0.0065655,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
200,l2913406,l2913406,0.0,0.0065655,0.0,0.0,0.0,0.0,0.0,0.0065655,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
201,l2785547,l2785547,0.0,0.0043785,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
203,l3139086,l3139086,0.0,0.0043785,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
205,l2710546,l2710546,0.0,0.0080716,0.0,0.0,0.0,0.0,0.0,0.0080716,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
207,l3254214,l3254214,0.0,0.0043785,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
209,l3160104,l3160104,0.0,0.0043785,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
211,l2973180,l2973180,0.0,0.0057285,0.0,0.0,0.0,0.0,0.0,0.0057285,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
220,l2991915,l2991915,0.0,0.0043785,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
221,l2673320,l2673320,0.0,0.0043785,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
222,l3048209,l3048209,0.0,0.0057285,0.0,0.0,0.0,0.0,0.0,0.0057285,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
223,l2841634,l2841634,0.0,0.0065655,0.0,0.0,0.0,0.0,0.0,0.0065655,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
224,l2991916,l2991916,0.0,0.0057285,0.0,0.0,0.0,0.0,0.0,0.0057285,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
227,l2804258,l2804258,0.0,0.0057285,0.0,0.0,0.0,0.0,0.0,0.0057285,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
231,l2822877,l2822877,0.0,0.0060649,0.0,0.0,0.0,0.0,0.0,0.0060649,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
233,l2766741,l2766741,0.0053415,0.0,0.0,0.0,0.0,0.0,0.0053415,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
241,l2935549,l2935549,0.0,0.0065655,0.0,0.0,0.0,0.0,0.0,0.0065655,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
249,l3029518,l3029518,0.0,0.0043785,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
253,l2766749,l2766749,0.0,0.0043785,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
258,l2710543,l2710543,0.0,0.0,0.0045765,0.0,0.0,0.0,0.0,0.0,0.0045765,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
260,l3066810,l3066810,0.0,0.0,0.0045765,0.0,0.0,0.0,0.0,0.0,0.0045765,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
261,l2897769,l2897769,0.0,0.0,0.0059265,0.0,0.0,0.0,0.0,0.0,0.0059265,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
262,l3778577,l3778577,0.0,0.0,0.0045765,0.0,0.0,0.0,0.0,0.0,0.0045765,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
263,l3141395,l3141395,0.0,0.0,0.0045765,0.0,0.0,0.0,0.0,0.0,0.0045765,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
264,l2925506,l2925506,0.0,0.0,0.0045765,0.0,0.0,0.0,0.0,0.0,0.0045765,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
271,l3104155,l3104155,0.0,0.0,0.0045765,0.0,0.0,0.0,0.0,0.0,0.0045765,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
272,l3104154,l3104154,0.0,0.0,0.006867,0.0,0.0,0.0,0.0,0.0,0.006867,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
295,l3122812,l3122812,0.0,0.0065655,0.0,0.0,0.0,0.0,0.0,0.0065655,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
296,l2991905,l2991905,0.005985,0.0,0.0,0.0,0.0,0.0,0.005985,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
302,l2897801,l2897801,0.005985,0.0,0.0,0.0,0.0,0.0,0.005985,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
305,l2785514,l2785514,0.0053415,0.0,0.0,0.0,0.0,0.0,0.0053415,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
310,l2785513,l2785513,0.0053415,0.0,0.0,0.0,0.0,0.0,0.0053415,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
320,l3235243,l3235243,0.0,0.0,0.0045765,0.0,0.0,0.0,0.0,0.0,0.0045765,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
327,l2803194,l2803194,0.0,0.0,0.008217,0.0,0.0,0.0,0.0,0.0,0.008217,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
328,l3047073,l3047073,0.0,0.0,0.0045765,0.0,0.0,0.0,0.0,0.0,0.0045765,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
330,l2690868,l2690868,0.0,0.0,0.009153,0.0,0.0,0.0,0.0,0.0,0.009153,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
336,l2821770,l2821770,0.005985,0.0,0.0,0.0,0.0,0.0,0.005985,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
339,l2915534,l2915534,0.005985,0.0,0.0,0.0,0.0,0.0,0.005985,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
344,l3141399,l3141399,0.006867,0.0,0.0,0.0,0.0,0.0,0.006867,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
346,l3085400,l3085400,0.0045765,0.0,0.0,0.0,0.0,0.0,0.0045765,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
354,l3235251,l3235251,0.0044615,0.0,0.0,0.0,0.0,0.0,0.0044615,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
355,l2691945,l2691945,0.0,0.0,0.0045765,0.0,0.0,0.0,0.0,0.0,0.0045765,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
359,l2897775,l2897775,0.0,0.0,0.0045765,0.0,0.0,0.0,0.0,0.0,0.0045765,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
361,l2691950,l2691950,0.0,0.0,0.0045765,0.0,0.0,0.0,0.0,0.0,0.0045765,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
362,l2916609,l2916609,0.0,0.0,0.004545,0.0,0.0,0.0,0.0,0.0,0.004545,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
367,l3263051,l3263051,0.0,0.0,0.0045765,0.0,0.0,0.0,0.0,0.0,0.0045765,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
369,l2785525,l2785525,0.0,0.0,0.0045765,0.0,0.0,0.0,0.0,0.0,0.0045765,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
374,l2841629,l2841629,0.0,0.0,0.006867,0.0,0.0,0.0,0.0,0.0,0.006867,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
386,l2973144,l2973144,0.0,0.0,0.0045765,0.0,0.0,0.0,0.0,0.0,0.0045765,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
387,l2724120,l2724120,0.0,0.0,0.0045765,0.0,0.0,0.0,0.0,0.0,0.0045765,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
390,l2673309,l2673309,0.0,0.0,0.0059265,0.0,0.0,0.0,0.0,0.0,0.0059265,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
393,l2841630,l2841630,0.0,0.0,0.0045765,0.0,0.0,0.0,0.0,0.0,0.0045765,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
394,l2954352,l2954352,0.0,0.0,0.0045765,0.0,0.0,0.0,0.0,0.0,0.0045765,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
406,l3029502,l3029502,0.007983,0.0,0.0,0.0,0.0,0.0,0.007983,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
408,l3104125,l3104125,0.0,0.0061785,0.0,0.0,0.0,0.0,0.0,0.0061785,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
413,l3047289,l3047289,0.007983,0.0087525,0.009153,0.0,0.0,0.0,0.007983,0.0087525,0.009153,cba,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)"
414,l3215385,l3215385,0.005985,0.0101025,0.006867,0.0,0.0,0.0,0.005985,0.0101025,0.006867,cba,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)"
423,l2936279,l2936279,0.0,0.0,0.0045765,0.0,0.0,0.0,0.0,0.0,0.0045765,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
430,l2711234,l2711234,0.0,0.0043785,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
436,l3198358,l3198358,0.0,0.0065655,0.0,0.0,0.0,0.0,0.0,0.0065655,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
468,l2804250,l2804250,0.0,0.0,0.0045765,0.0,0.0,0.0,0.0,0.0,0.0045765,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
481,l3048968,l3048968,0.0,0.0,0.006867,0.0,0.0,0.0,0.0,0.0,0.006867,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
483,l3048205,l3048205,0.0,0.0,0.0045765,0.0,0.0,0.0,0.0,0.0,0.0045765,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
494,l2748128,l2748128,0.0,0.0,0.0045765,0.0,0.0,0.0,0.0,0.0,0.0045765,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
499,l3216343,l3216343,0.0,0.0,0.0059265,0.0,0.0,0.0,0.0,0.0,0.0059265,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
502,l3085393,l3085393,0.0,0.0,0.0059265,0.0,0.0,0.0,0.0,0.0,0.0059265,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
503,l2897770,l2897770,0.0,0.0,0.0045765,0.0,0.0,0.0,0.0,0.0,0.0045765,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
504,l3197627,l3197627,0.0,0.0,0.0045765,0.0,0.0,0.0,0.0,0.0,0.0045765,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
505,l2935550,l2935550,0.0,0.0,0.0045765,0.0,0.0,0.0,0.0,0.0,0.0045765,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
511,l2897766,l2897766,0.0,0.0,0.0045765,0.0,0.0,0.0,0.0,0.0,0.0045765,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
512,l3048228,l3048228,0.0,0.0,0.0045765,0.0,0.0,0.0,0.0,0.0,0.0045765,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
518,l3045895,l3045895,0.0,0.0,0.0045765,0.0,0.0,0.0,0.0,0.0,0.0045765,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
523,l2875754,l2875754,0.0,0.0,0.009153,0.0,0.0,0.0,0.0,0.0,0.009153,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
528,l2786274,l2786274,0.0,0.0,0.0045765,0.0,0.0,0.0,0.0,0.0,0.0045765,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
537,l2766721,l2766721,0.0067196999999999995,0.0,0.0,0.0,0.0,0.0,0.0067196999999999995,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
544,l2841628,l2841628,0.0053415,0.0,0.0,0.0,0.0,0.0,0.0053415,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
576,l2729405,l2729405,0.0,0.0043785,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
578,l2786273,l2786273,0.0,0.0043785,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
580,l3179699,l3179699,0.0,0.0065655,0.0,0.0,0.0,0.0,0.0,0.0065655,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
599,l2748129,l2748129,0.007335,0.0,0.0,0.0,0.0,0.0,0.007335,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
600,l2785519,l2785519,0.0057915,0.0,0.0,0.0,0.0,0.0,0.0057915,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
601,l3104122,l3104122,0.0057915,0.0,0.0,0.0,0.0,0.0,0.0057915,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
608,l3197628,l3197628,0.0,0.0,0.0045765,0.0,0.0,0.0,0.0,0.0,0.0045765,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
619,l2710521,l2710521,0.0053415,0.0,0.0,0.0,0.0,0.0,0.0053415,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
622,l3066818,l3066818,0.0,0.0057285,0.0,0.0,0.0,0.0,0.0,0.0057285,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
624,l3178981,l3178981,0.0,0.0043785,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
626,l2748130,l2748130,0.0,0.0057285,0.0,0.0,0.0,0.0,0.0,0.0057285,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
627,l3254212,l3254212,0.0,0.0065655,0.0,0.0,0.0,0.0,0.0,0.0065655,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
652,l2897784,l2897784,0.0,0.0065655,0.0,0.0,0.0,0.0,0.0,0.0065655,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
654,l2691959,l2691959,0.0,0.017505,0.0,0.0,0.0,0.0,0.0,0.017505,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
656,l3048231,l3048231,0.0,0.0087525,0.0,0.0,0.0,0.0,0.0,0.0087525,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
664,l2729407,l2729407,0.0,0.0049069000000000005,0.0,0.0,0.0,0.0,0.0,0.0049069000000000005,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
665,l3254211,l3254211,0.0,0.0043785,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
671,l2916625,l2916625,0.0,0.0065655,0.0,0.0,0.0,0.0,0.0,0.0065655,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
672,l3139598,l3139598,0.0,0.0065655,0.0,0.0,0.0,0.0,0.0,0.0065655,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
673,l3254219,l3254219,0.0,0.0,0.0045765,0.0,0.0,0.0,0.0,0.0,0.0045765,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
674,l3254220,l3254220,0.0,0.0,0.0045765,0.0,0.0,0.0,0.0,0.0,0.0045765,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
686,293471,293471,0.0039915,0.0057285,0.0045765,0.0,0.0,0.0,0.0039915,0.0057285,0.0045765,cba,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)"
692,l2766750,l2766750,0.0,0.0,0.006867,0.0,0.0,0.0,0.0,0.0,0.006867,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
693,l2691954,l2691954,0.0,0.0043785,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
698,l2897779,l2897779,0.0,0.0,0.0045765,0.0,0.0,0.0,0.0,0.0,0.0045765,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
703,l3235275,l3235275,0.0,0.0043785,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
719,l3048210,l3048210,0.005985,0.0,0.0,0.0,0.0,0.0,0.005985,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
725,l3085402,l3085402,0.005985,0.0,0.0,0.0,0.0,0.0,0.005985,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
728,l2804252,l2804252,0.0053415,0.0,0.0,0.0,0.0,0.0,0.0053415,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
731,l3048214,l3048214,0.0053415,0.0,0.0,0.0,0.0,0.0,0.0053415,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
733,l3122825,l3122825,0.005985,0.0,0.0,0.0,0.0,0.0,0.005985,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
755,l3104130,l3104130,0.0,0.0043785,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
756,l2763072,l2763072,0.0,0.0043785,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
761,l2860488,l2860488,0.0,0.0057285,0.0,0.0,0.0,0.0,0.0,0.0057285,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
763,l2991918,l2991918,0.0,0.0043785,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
764,l2991902,l2991902,0.0,0.0043785,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
766,l2673300,l2673300,0.0,0.0057285,0.0,0.0,0.0,0.0,0.0,0.0057285,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
768,l3141390,l3141390,0.0,0.0043785,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
771,l2822859,l2822859,0.0,0.0043785,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
772,l2710537,l2710537,0.0,0.0043785,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
774,l3085389,l3085389,0.0,0.0057285,0.0,0.0,0.0,0.0,0.0,0.0057285,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
776,l2954339,l2954339,0.0,0.0043785,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
779,l3225319,l3225319,0.0,0.0065655,0.0,0.0,0.0,0.0,0.0,0.0065655,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
780,l3048201,l3048201,0.0,0.0057285,0.0,0.0,0.0,0.0,0.0,0.0057285,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
781,l3216339,l3216339,0.0,0.0043785,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
784,l2804247,l2804247,0.0,0.0043785,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
788,l2801895,l2801895,0.0,0.0043785,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
790,l2897764,l2897764,0.0,0.0057285,0.0,0.0,0.0,0.0,0.0,0.0057285,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
