id,name,Pb_max_c,hmax_c,bmin_c,bmax_c,nc_c,nd_c,Pb_max_a,hmax_a,bmin_a,bmax_a,nc_a,nd_a,Pb_max_b,hmax_b,bmin_b,bmax_b,nc_b,nd_b,phases
233,l2766741,0.0,0.0,0.0,0.0,0.0,0.0,0.0053415,0.0053415,0.0032048999999999997,0.01014885,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
241,l2935549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065655,0.0065655,0.0039393,0.01247445,0.95,0.95,b
249,l3029518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
253,l2766749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
258,l2710543,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
260,l3066810,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
261,l2897769,0.0059264999999999995,0.0059264999999999995,0.0035559,0.011260349999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
262,l3778577,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
263,l3141395,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
264,l2925506,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
271,l3104155,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
272,l3104154,0.006867,0.006867,0.004120199999999999,0.0130473,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
295,l3122812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065655,0.0065655,0.0039393,0.01247445,0.95,0.95,b
296,l2991905,0.0,0.0,0.0,0.0,0.0,0.0,0.005985000000000001,0.005985000000000001,0.003591,0.0113715,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
302,l2897801,0.0,0.0,0.0,0.0,0.0,0.0,0.005985000000000001,0.005985000000000001,0.003591,0.0113715,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
305,l2785514,0.0,0.0,0.0,0.0,0.0,0.0,0.0053415,0.0053415,0.0032048999999999997,0.01014885,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
310,l2785513,0.0,0.0,0.0,0.0,0.0,0.0,0.0053415,0.0053415,0.0032048999999999997,0.01014885,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
320,l3235243,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
327,l2803194,0.008217,0.008217,0.0049302,0.015612299999999997,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
328,l3047073,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
330,l2690868,0.009153,0.009153,0.005491800000000001,0.0173907,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
336,l2821770,0.0,0.0,0.0,0.0,0.0,0.0,0.005985000000000001,0.005985000000000001,0.003591,0.0113715,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
339,l2915534,0.0,0.0,0.0,0.0,0.0,0.0,0.005985000000000001,0.005985000000000001,0.003591,0.0113715,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
344,l3141399,0.0,0.0,0.0,0.0,0.0,0.0,0.006867,0.006867,0.004120199999999999,0.0130473,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
346,l3085400,0.0,0.0,0.0,0.0,0.0,0.0,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
354,l3235251,0.0,0.0,0.0,0.0,0.0,0.0,0.0044615,0.0044615,0.0026769,0.00847685,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
355,l2691945,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
359,l2897775,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
361,l2691950,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
362,l2916609,0.0045449999999999996,0.0045449999999999996,0.002727,0.008635499999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
367,l3263051,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
369,l2785525,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
374,l2841629,0.006867,0.006867,0.004120199999999999,0.0130473,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
386,l2973144,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
387,l2724120,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
390,l2673309,0.0059264999999999995,0.0059264999999999995,0.0035559,0.011260349999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
393,l2841630,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
394,l2954352,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
406,l3029502,0.0,0.0,0.0,0.0,0.0,0.0,0.007983,0.007983,0.0047897999999999994,0.015167699999999998,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
408,l3104125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061785,0.0061785,0.0037070999999999996,0.011739149999999999,0.95,0.95,b
413,l3047289,0.0086295,0.0086295,0.0051776999999999995,0.01639605,0.95,0.95,0.0086295,0.0086295,0.0051776999999999995,0.01639605,0.95,0.95,0.0086295,0.0086295,0.0051776999999999995,0.01639605,0.95,0.95,abc
414,l3215385,0.0076514999999999994,0.0076514999999999994,0.004590899999999999,0.014537849999999998,0.95,0.95,0.0076514999999999994,0.0076514999999999994,0.004590899999999999,0.014537849999999998,0.95,0.95,0.0076514999999999994,0.0076514999999999994,0.004590899999999999,0.014537849999999998,0.95,0.95,abc
423,l2936279,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
430,l2711234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
436,l3198358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065655,0.0065655,0.0039393,0.01247445,0.95,0.95,b
468,l2804250,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
481,l3048968,0.006867,0.006867,0.004120199999999999,0.0130473,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
483,l3048205,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
494,l2748128,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
499,l3216343,0.0059264999999999995,0.0059264999999999995,0.0035559,0.011260349999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
502,l3085393,0.0059264999999999995,0.0059264999999999995,0.0035559,0.011260349999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
503,l2897770,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
504,l3197627,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
505,l2935550,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
511,l2897766,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
512,l3048228,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
518,l3045895,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
523,l2875754,0.009153,0.009153,0.005491800000000001,0.0173907,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
528,l2786274,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
537,l2766721,0.0,0.0,0.0,0.0,0.0,0.0,0.0067196999999999995,0.0067196999999999995,0.004031819999999999,0.01276743,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
544,l2841628,0.0,0.0,0.0,0.0,0.0,0.0,0.0053415,0.0053415,0.0032048999999999997,0.01014885,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
576,l2729405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
578,l2786273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
580,l3179699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065655,0.0065655,0.0039393,0.01247445,0.95,0.95,b
599,l2748129,0.0,0.0,0.0,0.0,0.0,0.0,0.007335,0.007335,0.0044009999999999995,0.0139365,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
600,l2785519,0.0,0.0,0.0,0.0,0.0,0.0,0.0057915,0.0057915,0.0034749,0.011003849999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
601,l3104122,0.0,0.0,0.0,0.0,0.0,0.0,0.0057915,0.0057915,0.0034749,0.011003849999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
608,l3197628,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
619,l2710521,0.0,0.0,0.0,0.0,0.0,0.0,0.0053415,0.0053415,0.0032048999999999997,0.01014885,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
622,l3066818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057285,0.0057285,0.0034371000000000002,0.01088415,0.95,0.95,b
624,l3178981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
626,l2748130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057285,0.0057285,0.0034371000000000002,0.01088415,0.95,0.95,b
627,l3254212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065655,0.0065655,0.0039393,0.01247445,0.95,0.95,b
652,l2897784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065655,0.0065655,0.0039393,0.01247445,0.95,0.95,b
654,l2691959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017505,0.017505,0.010502999999999998,0.0332595,0.95,0.95,b
656,l3048231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087525,0.0087525,0.005251499999999999,0.01662975,0.95,0.95,b
664,l2729407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049069000000000005,0.0049069000000000005,0.00294414,0.009323109999999999,0.95,0.95,b
665,l3254211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
671,l2916625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065655,0.0065655,0.0039393,0.01247445,0.95,0.95,b
672,l3139598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065655,0.0065655,0.0039393,0.01247445,0.95,0.95,b
673,l3254219,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
674,l3254220,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
686,293471,0.004765500000000001,0.004765500000000001,0.0028593000000000004,0.00905445,0.95,0.95,0.004765500000000001,0.004765500000000001,0.0028593000000000004,0.00905445,0.95,0.95,0.004765500000000001,0.004765500000000001,0.0028593000000000004,0.00905445,0.95,0.95,abc
692,l2766750,0.006867,0.006867,0.004120199999999999,0.0130473,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
693,l2691954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
698,l2897779,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
703,l3235275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
719,l3048210,0.0,0.0,0.0,0.0,0.0,0.0,0.005985000000000001,0.005985000000000001,0.003591,0.0113715,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
725,l3085402,0.0,0.0,0.0,0.0,0.0,0.0,0.005985000000000001,0.005985000000000001,0.003591,0.0113715,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
728,l2804252,0.0,0.0,0.0,0.0,0.0,0.0,0.0053415,0.0053415,0.0032048999999999997,0.01014885,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
731,l3048214,0.0,0.0,0.0,0.0,0.0,0.0,0.0053415,0.0053415,0.0032048999999999997,0.01014885,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
733,l3122825,0.0,0.0,0.0,0.0,0.0,0.0,0.005985000000000001,0.005985000000000001,0.003591,0.0113715,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
755,l3104130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
756,l2763072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
761,l2860488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057285,0.0057285,0.0034371000000000002,0.01088415,0.95,0.95,b
763,l2991918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
