id,name,bus,pa,pb,pc,qa,qb,qc,sa_max,sb_max,sc_max,phases,qa_max,qb_max,qc_max,qa_min,qb_min,qc_min
89,32,32,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.018,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
91,26,26,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.018,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
93,37,37,0.018,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
95,39,39,0.018,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
96,40,40,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.018,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
103,49,49,0.01575,0.01575,0.01575,0.0,0.0,0.0,0.01575,0.01575,0.01575,abc,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)"
104,51,51,0.01575,0.0315,0.01575,0.0,0.0,0.0,0.01575,0.0315,0.01575,abc,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)"
105,52,52,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.018,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
108,50,50,0.0315,0.0315,0.0315,0.0,0.0,0.0,0.0315,0.0315,0.0315,abc,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)"
109,45,45,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.018,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
111,21,21,0.018,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
112,22,22,0.018,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
113,36,36,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.018,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
116,18,18,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.018,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
118,11,11,0.018,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
121,13,13,0.018,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
124,8,8,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.018,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
125,6,6,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.018,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
