id,pl_a,ql_a,pl_b,ql_b,pl_c,ql_c,name,bus_type,v_a,v_b,v_c,v_ln_base,s_base,v_min,v_max,cvr_p,cvr_q,phases,has_gen,has_load,has_cap,latitude,longitude
13,0.0,0.0,0.0,0.0,0.0,0.0,m1209805,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12276525.3882012,1693695.40861085
14,0.0017699912913855598,0.0004435825890296179,0.0,0.0,0.0,0.0,l2823592,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,12276340.998569,1693402.24969858
15,0.0,0.0,0.0,0.0,0.0,0.0,l2823592_cap,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12276341.998569,1693402.24969858
16,0.0,0.0,0.0,0.0,0.0,0.0,r20185,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12276265.3741209,1693275.03613046
17,0.0,0.0,0.0,0.0,0.0,0.0,d5513564-1_int,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12276230.0180249,1693215.4311384
18,0.0,0.0,0.0,0.0,0.0,0.0,e192201,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12276229.0180249,1693215.4311384
19,0.0,0.0,0.0,0.0,0.0,0.0,m1209800,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12276129.0920088,1693062.49878626
20,0.0,0.0,0.0,0.0,0.0,0.0,p829957,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,False,False,12276158.8863128,1693048.07267425
21,0.0,0.0,0.0,0.0,0.006100018498787604,0.0015288642713152105,l3160863,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,True,False,12276647.4285213,1692815.30109003
22,0.0,0.0,0.0,0.0,0.006100018541308963,0.001528864338114243,l2730108,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,True,False,12277568.0209062,1692377.15196962
23,0.0,0.0,0.0,0.0,0.015260046411826376,0.0038246679884562807,l2786204,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,True,False,12277819.4989224,1692261.57104152
24,0.0,0.0,0.0,0.0,0.0,0.0,m1209819,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,False,False,12278034.6536106,1692167.75625743
25,0.0,0.0,0.0,0.0,0.004070012388696953,0.0010200782861754089,l2936216,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,True,False,12278197.8914987,1692152.35939341
26,0.0,0.0,0.0,0.0,0.0,0.0,226-23745,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,False,False,12278504.210859,1692128.18070539
27,0.0,0.0,0.0,0.0,0.0,0.0,m1209822,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,False,False,12280203.1169726,1691955.00592123
28,0.0,0.0,0.0,0.0,0.006100018643643505,0.001528864498919915,l2992556,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,True,False,12280489.4396609,1692134.9718734
29,0.0,0.0,0.0,0.0,0.0,0.0,m1209823,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,False,False,12280383.4843328,1691905.82524918
30,0.0,0.0,0.0,0.0,0.0,0.0,m1209824,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,False,False,12280684.6099651,1691879.57808116
31,0.0,0.0,0.0,0.0,0.0,0.0,m1209828,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,False,False,12281507.9510218,1691914.61936119
32,0.0,0.0,0.0,0.0,0.010170031163545146,0.0025489429913394526,l3253570,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,True,False,12281559.7818059,1692035.79952131
33,0.0,0.0,0.0,0.0,0.010170031166053759,0.0025489429952904627,l2937757,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,True,False,12281776.1284301,1692230.47011349
34,0.0,0.0,0.0,0.0,0.010170031167578105,0.0025489429976912714,l3067448,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,True,False,12281976.2794703,1692404.55011365
35,0.0,0.0,0.0,0.0,0.010170031169977384,0.00254894300147009,l2763407,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,True,False,12282162.5778384,1693116.35299431
36,0.0,0.0,0.0,0.0,0.010170031173919031,0.002548943007642201,l2861157,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,True,False,12281568.2318539,1691680.49200097
37,0.0,0.0,0.0,0.0,0.0,0.0,p901951,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,False,False,12281760.6987981,1691331.97974465
38,0.0,0.0,0.0,0.0,0.0,0.0,m1186078,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,False,False,12282276.7702225,1691079.03945641
39,0.0,0.0,0.0,0.0,0.01017003123157774,0.0025489430982846453,l2806553,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,True,False,12282521.2195028,1690960.6404803
40,0.0,0.0,0.0,0.0,0.0,0.0,m1166391,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,False,False,12283329.6388315,1689062.43939054
41,0.0,0.0,0.0,0.0,0.006100018795244328,0.0015288647372785394,l3254873,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,True,False,12283409.8180316,1688723.45033422
42,0.0,0.0,0.0,0.0,0.0,0.0,m1166393,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,False,False,12283454.2555356,1688621.41897413
43,0.0,0.0,0.0,0.0,0.0,0.0,m1166395,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,False,False,12283583.4720478,1688793.73769429
44,0.0,0.0,0.0,0.0,0.0,0.0,m1166400,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,False,False,12283804.627376,1688940.24751842
45,0.0,0.0,0.0,0.0,0.015260047039930431,0.0038246689758245707,l3179637,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,True,False,12284006.4168161,1689073.65833455
46,0.0,0.0,0.0,0.0,0.0,0.0,m1166396,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,False,False,12283600.2123998,1688774.65852627
47,0.0,0.0,0.0,0.0,0.0,0.0,m1166399,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,False,False,12283722.0315359,1688590.7849901
48,0.0,0.0,0.0,0.0,0.01017003136299796,0.00254894330495524,l3048890,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,True,False,12283854.033328,1688350.54639787
49,0.0,0.0,0.0,0.0,0.0,0.0,m1166402,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,False,False,12283981.5213281,1688192.02710173
50,0.0,0.0,0.0,0.0,0.010170031376752264,0.0025489433265883693,l3048889,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,True,False,12284190.9539043,1687967.68098952
51,0.0,0.0,0.0,0.0,0.0,0.0,m1166407,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,False,False,12284306.9116644,1687705.17244527
52,0.0,0.0,0.0,0.0,0.010170031386510774,0.002548943341938433,l2952007,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,True,False,12284312.6051044,1687211.45289281
53,0.0,0.0,0.0,0.0,0.01017003138771232,0.00254894334382891,l2861158,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,True,False,12284325.7737444,1686796.48303643
54,0.0,0.0,0.0,0.0,0.006100018837473943,0.0015288648036978435,l3064514,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,True,False,12285337.0351854,1687040.71522865
55,0.0,0.0,0.0,0.0,0.006100018839500394,0.001528864806885181,l3048888,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,True,False,12285507.0683375,1686927.08809255
56,0.0,0.0,0.0,0.0,0.0,0.0,m1149249,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,False,False,12285802.2957298,1686716.31202835
57,0.0,0.0,0.0,0.0,0.0,0.0,m1142880,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,False,False,12286465.3316344,1686350.64572401
58,0.0,0.0,0.0,0.0,0.006100018852607155,0.0015288648275011028,l2764411,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,True,False,12286737.0889467,1686056.12284374
59,0.0,0.0,0.0,0.0,0.01526004716547429,0.003824669173282797,l2767343,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,True,False,12286903.8084348,1685987.74831567
60,0.0,0.0,0.0,0.0,0.00407001258013937,0.0010200785871585084,l2804957,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,True,False,12287096.291763,1685878.25813957
61,0.0,0.0,0.0,0.0,0.0061000188554337555,0.00152886483194733,l3048937,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,True,False,12287268.6309632,1685785.59023548
62,0.0,0.0,0.0,0.0,0.004070012581169891,0.001020078588779511,l3176661,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,True,False,12287517.8152194,1685532.85474725
63,0.0,0.0,0.0,0.0,0.010170031438200427,0.0025489434232385715,l2970804,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,True,False,12287738.8271876,1685410.22050713
64,0.0,0.0,0.0,0.0,0.006100018849809896,0.0015288648231011142,l2891575,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,True,False,12286266.9172983,1686093.82652377
65,0.0,0.0,0.0,0.0,0.010170031342467684,0.0025489432726674014,l2745811,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,True,False,12283187.0202074,1688327.92828585
66,0.0,0.0,0.0,0.0,0.0,0.0,m4122657,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,False,False,12283062.1946073,1688200.20271773
67,0.0,0.0,0.0,0.0,0.010170031345077196,0.0025489432767739372,l3027124,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,True,False,12282739.970479,1687747.34895731
68,0.0,0.0,0.0,0.0,0.0,0.0,m1166394,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,False,False,12283551.1505117,1688886.87663837
69,0.0,0.0,0.0,0.0,0.0,0.0,m1166398,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,False,False,12283707.3637599,1689036.73289451
70,0.0,0.0,0.0,0.0,0.006100018787293994,0.0015288647247745737,l3142050,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,True,False,12283860.652464,1689208.69526267
71,0.0,0.0,0.0,0.0,0.0,0.0,m1209797,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12275999.9983767,1692851.46057806
72,0.0,0.0,0.0,0.0,0.0,0.0,m1209791,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12275897.8400406,1692658.30960189
73,0.0,0.0,0.0,0.0,0.0,0.0,p903354,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,a,False,False,False,12275887.6819606,1692662.67184189
74,0.008869950856240613,0.0022229190242466067,0.0,0.0,0.0,0.0,l2936270,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,a,False,True,False,12275752.3992725,1692720.81865794
75,0.00886995085493486,0.0022229190222386487,0.0,0.0,0.0,0.0,l3086078,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,a,False,True,False,12275568.1284243,1692795.46006601
76,0.0,0.0,0.0,0.0,0.0,0.0,m4118755,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,a,False,False,False,12275343.8355601,1692886.3380181
77,0.0,0.0,0.0,0.0,0.0,0.0,m1209782,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,a,False,False,False,12275200.4100239,1692906.15037012
78,0.017739901704404967,0.0044458370360982895,0.0,0.0,0.0,0.0,l3217056,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,a,False,True,False,12275135.0501519,1693138.86870633
79,0.0035499803301352164,0.000889668782257561,0.0,0.0,0.0,0.0,l3217057,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,a,False,True,False,12275073.4299278,1692912.53193812
80,0.0,0.0,0.0,0.0,0.0,0.0,m1209790,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12275809.2886165,1692500.17123374
81,0.0,0.0,0.0,0.0,0.0,0.0,m1209788,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12275732.5992084,1692322.02800157
82,0.0,0.0,0.0,0.0,0.0,0.0,m1209787,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12275591.1110803,1692000.00048127
83,0.005319966423096078,0.0013332458900642598,0.0,0.0,0.0,0.0,l2823611,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,12275427.8895762,1691626.08892892
84,0.008869942366756771,0.002222910015443368,0.0,0.0,0.0,0.0,l3030204,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,12275279.479208,1691395.86096071
85,0.0,0.0,0.0,0.0,0.0,0.0,m1186072,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12275154.0719759,1691214.53104054
86,0.0,0.0,0.0,0.0,0.0,0.0,m1186067,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12275074.5481358,1691101.30121643
87,0.0,0.0,0.0,0.0,0.0,0.0,m3032980,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12274981.2371597,1690965.82192031
88,0.0,0.0,0.0,0.0,0.0,0.0,m3032977,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12275145.1140239,1690139.94953554
89,0.0,0.0,0.0,0.0,0.0,0.0,m1166366,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12275255.550376,1689137.26102261
90,0.0,0.0,0.0,0.0,0.0,0.0,m1166368,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12275275.919784,1689003.73961448
91,0.01773985486362632,0.004445786974651791,0.0,0.0,0.0,0.0,l3086098,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,a,False,True,False,12275113.8287759,1689003.51843048
92,0.0,0.0,0.00584003083677987,0.0014636658225676174,0.0,0.0,l2973833,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,12275322.6305681,1688662.14140616
93,0.0,0.0,0.0,0.0,0.0,0.0,m1166373,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12275332.3380881,1688526.65801404
94,0.0,0.0,0.0,0.0,0.0,0.0,m1166374,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12275334.5294481,1688496.06908601
95,0.005319953885488726,0.0013332324180603554,0.0,0.0,0.0,0.0,l2786266,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,12275362.9515921,1688275.9582378
96,0.0,0.0,0.0,0.0,0.0,0.0,m1166375,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12275377.3080721,1688163.4697897
97,0.0,0.0,0.0,0.0,0.0,0.0,p895080,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,a,False,False,False,12275409.3224081,1688162.6014377
98,0.008869922447213682,0.0022228885875929696,0.0,0.0,0.0,0.0,l2917333,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,a,False,True,False,12275684.0902804,1688155.15900569
99,0.005319952369156253,0.0013332307749441726,0.0,0.0,0.0,0.0,l2842383,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,12275449.4714002,1687854.07842941
100,0.0,0.0,0.0,0.0,0.0,0.0,d6023352-1_int,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12275450.1109522,1687680.33020525
101,0.0,0.0,0.0,0.0,0.0,0.0,e184626,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12275449.1109522,1687680.33020525
102,0.0,0.0,0.0,0.0,0.0,0.0,m1166377,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12275447.2595602,1687646.53001322
103,0.0,0.0,0.0,0.0,0.0,0.0,m1166376,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12275441.4596242,1687535.92162911
104,0.0,0.0,0.0,0.0,0.004070014433713663,0.001020096808530787,l2842384,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,12275440.5585042,1687518.7307171
105,0.0,0.0,0.0,0.0,0.0,0.0,m1149236,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12275425.3582482,1687296.89954889
106,0.0,0.0,0.0,0.0,0.0,0.0,p829974,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,a,False,False,False,12275411.6325521,1687299.92649289
107,0.0035499668608282844,0.0008896543431410521,0.0,0.0,0.0,0.0,l2805034,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,a,False,True,False,12275199.6481679,1687346.64956494
108,0.0,0.0,0.0,0.0,0.0,0.0,m1149235,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12275419.6402321,1687160.67068476
109,0.0,0.0,0.0,0.0,0.0,0.0,d5563942-4_int,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12275414.3733521,1687041.43612465
110,0.0,0.0,0.0,0.0,0.0,0.0,q16483,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12275415.3733521,1687041.43612465
111,0.0,0.0,0.0,0.0,0.0,0.0,q16483_cap,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12275416.3733521,1687041.43612465
112,0.0,0.0,0.0,0.0,0.0,0.0,r42247,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12275413.3733521,1687041.43612465
113,0.0,0.0,0.0,0.0,0.0,0.0,m1149233,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12275406.5248401,1686911.20790053
114,0.0,0.0,0.014590095473209018,0.003656658420543585,0.0,0.0,l3048965,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,12275382.0307601,1686592.60873224
115,0.0,0.0,0.0,0.0,0.0,0.0,m1142843,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12275361.6900241,1686425.40182008
116,0.0,0.0,0.0,0.0,0.010170037160430105,0.0025489990604104246,l2955077,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,12275501.1506322,1686223.89909989
117,0.0,0.0,0.0,0.0,0.0,0.0,m1142851,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12275612.6396563,1686060.60796374
118,0.0,0.0,0.0,0.0,0.0,0.0,196-31070,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12275638.5591444,1686023.26473171
119,0.0,0.0,0.0,0.0,0.0,0.0,d5861005-2_int,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12275678.2786324,1685969.20162766
120,0.0,0.0,0.0,0.0,0.0,0.0,q1301,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12275679.2786324,1685969.20162766
121,0.0,0.0,0.0,0.0,0.015260055924239775,0.003824755434109028,l3160872,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,True,False,12275677.2786324,1685969.20162766
122,0.0,0.0,0.0,0.0,0.0,0.0,m1142860,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12275785.1181205,1685812.30844351
123,0.0,0.0,0.0,0.0,0.0,0.0,m1142863,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12275880.7802006,1685676.71036338
124,0.0,0.0,0.0,0.0,0.0,0.0,n1141480,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,False,False,12275869.9380886,1685666.18773937
125,0.0,0.0,0.0,0.0,0.0,0.0,p895113,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,False,False,12275855.2662166,1685651.94185136
126,0.0,0.0,0.0,0.0,0.006100022385045278,0.0015289005504743325,l2711225,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,True,False,12275693.1588244,1685494.56124321
127,0.0,0.0,0.0,0.0,0.0061000223855655275,0.001528900551272575,l3030200,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,c,False,True,False,12275828.8593045,1685199.82127494
128,0.0,0.0,0.0,0.0,0.0,0.0,m1142865,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12276001.5384727,1685492.43951521
129,0.0,0.0,0.0,0.0,0.0,0.0,p895112,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,a,False,False,False,12276023.5667607,1685510.74453923
130,0.013299859824299156,0.0033330525432942555,0.0,0.0,0.0,0.0,l3048962,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,a,False,True,False,12276088.1688728,1685564.43900328
131,0.0,0.0,0.0,0.0,0.0,0.0,l3030197,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12276115.4810008,1685325.72002706
132,0.0,0.0,0.0,0.0,0.0,0.0,m1142868,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12276242.5594009,1685132.31100288
133,0.0,0.0,0.0,0.0,0.0,0.0,m1142869,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12276341.428649,1684985.46121074
134,0.0,0.0,0.0,0.0,0.0,0.0,m1142871,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12276397.9288731,1684905.47042666
135,0.0,0.0,0.0,0.0,0.0,0.0,m1142874,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.95,1.05,0,0,abc,False,False,False,12276444.9058971,1684789.44713056
