id,name,Pb_max_a,hmax_a,bmin_a,bmax_a,nc_a,nd_a,Pb_max_b,hmax_b,bmin_b,bmax_b,nc_b,nd_b,Pb_max_c,hmax_c,bmin_c,bmax_c,nc_c,nd_c,phases
35,l2763407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004068,0.004068,0.0024408,0.007729199999999999,0.95,0.95,c
36,l2861157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004068,0.004068,0.0024408,0.007729199999999999,0.95,0.95,c
39,l2806553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004068,0.004068,0.0024408,0.007729199999999999,0.95,0.95,c
41,l3254873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00244,0.00244,0.001464,0.004636,0.95,0.95,c
45,l3179637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006104,0.006104,0.0036623999999999997,0.0115976,0.95,0.95,c
48,l3048890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004068,0.004068,0.0024408,0.007729199999999999,0.95,0.95,c
50,l3048889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004068,0.004068,0.0024408,0.007729199999999999,0.95,0.95,c
52,l2952007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004068,0.004068,0.0024408,0.007729199999999999,0.95,0.95,c
53,l2861158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004068,0.004068,0.0024408,0.007729199999999999,0.95,0.95,c
54,l3064514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00244,0.00244,0.001464,0.004636,0.95,0.95,c
55,l3048888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00244,0.00244,0.001464,0.004636,0.95,0.95,c
58,l2764411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00244,0.00244,0.001464,0.004636,0.95,0.95,c
59,l2767343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006104,0.006104,0.0036623999999999997,0.0115976,0.95,0.95,c
60,l2804957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016279999999999999,0.0016279999999999999,0.0009767999999999999,0.0030931999999999995,0.95,0.95,c
61,l3048937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00244,0.00244,0.001464,0.004636,0.95,0.95,c
62,l3176661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016279999999999999,0.0016279999999999999,0.0009767999999999999,0.0030931999999999995,0.95,0.95,c
63,l2970804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004068,0.004068,0.0024408,0.007729199999999999,0.95,0.95,c
64,l2891575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00244,0.00244,0.001464,0.004636,0.95,0.95,c
65,l2745811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004068,0.004068,0.0024408,0.007729199999999999,0.95,0.95,c
67,l3027124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004068,0.004068,0.0024408,0.007729199999999999,0.95,0.95,c
70,l3142050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00244,0.00244,0.001464,0.004636,0.95,0.95,c
74,l2936270,0.003548,0.003548,0.0021288,0.0067412,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
75,l3086078,0.003548,0.003548,0.0021288,0.0067412,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
78,l3217056,0.007096,0.007096,0.0042576,0.0134824,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
79,l3217057,0.0014199999999999998,0.0014199999999999998,0.000852,0.002698,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
83,l2823611,0.002128,0.002128,0.0012768,0.004043199999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
84,l3030204,0.003548,0.003548,0.0021288,0.0067412,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
91,l3086098,0.007096,0.007096,0.0042576,0.0134824,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
92,l2973833,0.0,0.0,0.0,0.0,0.0,0.0,0.002336,0.002336,0.0014016,0.0044383999999999995,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
95,l2786266,0.002128,0.002128,0.0012768,0.004043199999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
98,l2917333,0.003548,0.003548,0.0021288,0.0067412,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
99,l2842383,0.002128,0.002128,0.0012768,0.004043199999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
104,l2842384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016279999999999999,0.0016279999999999999,0.0009767999999999999,0.0030931999999999995,0.95,0.95,c
107,l2805034,0.0014199999999999998,0.0014199999999999998,0.000852,0.002698,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
114,l3048965,0.0,0.0,0.0,0.0,0.0,0.0,0.005836,0.005836,0.0035016,0.0110884,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
116,l2955077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004068,0.004068,0.0024408,0.007729199999999999,0.95,0.95,c
121,l3160872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006104,0.006104,0.0036623999999999997,0.0115976,0.95,0.95,c
126,l2711225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00244,0.00244,0.001464,0.004636,0.95,0.95,c
127,l3030200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00244,0.00244,0.001464,0.004636,0.95,0.95,c
130,l3048962,0.00532,0.00532,0.003192,0.010108,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
139,l3251799,0.00532,0.00532,0.003192,0.010108,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
141,l3214071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004068,0.004068,0.0024408,0.007729199999999999,0.95,0.95,c
145,l3236004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00244,0.00244,0.001464,0.004636,0.95,0.95,c
147,l2936211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00244,0.00244,0.001464,0.004636,0.95,0.95,c
148,l2842329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00244,0.00244,0.001464,0.004636,0.95,0.95,c
149,l3214069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004068,0.004068,0.0024408,0.007729199999999999,0.95,0.95,c
155,l2861197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00244,0.00244,0.001464,0.004636,0.95,0.95,c
156,l3160896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00244,0.00244,0.001464,0.004636,0.95,0.95,c
159,l2917255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004068,0.004068,0.0024408,0.007729199999999999,0.95,0.95,c
160,l3104796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004068,0.004068,0.0024408,0.007729199999999999,0.95,0.95,c
161,l3123452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004068,0.004068,0.0024408,0.007729199999999999,0.95,0.95,c
165,l2767341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006104,0.006104,0.0036623999999999997,0.0115976,0.95,0.95,c
168,l3030126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004068,0.004068,0.0024408,0.007729199999999999,0.95,0.95,c
169,l3254870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004068,0.004068,0.0024408,0.007729199999999999,0.95,0.95,c
172,l3150961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006104,0.006104,0.0036623999999999997,0.0115976,0.95,0.95,c
175,l3048887,0.0,0.0,0.0,0.0,0.0,0.0,0.005836,0.005836,0.0035016,0.0110884,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
177,l2955005,0.0,0.0,0.0,0.0,0.0,0.0,0.002336,0.002336,0.0014016,0.0044383999999999995,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
179,l3216988,0.0,0.0,0.0,0.0,0.0,0.0,0.003892,0.003892,0.0023352,0.007394799999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
180,l3179607,0.0,0.0,0.0,0.0,0.0,0.0,0.003892,0.003892,0.0023352,0.007394799999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
184,l3067478,0.00532,0.00532,0.003192,0.010108,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
190,l2859403,0.003548,0.003548,0.0021288,0.0067412,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
191,l2973791,0.007096,0.007096,0.0042576,0.0134824,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
192,l3179650,0.0,0.0,0.0,0.0,0.0,0.0,0.002336,0.002336,0.0014016,0.0044383999999999995,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
193,l3232902,0.003548,0.003548,0.0021288,0.0067412,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
195,l2933135,0.003548,0.003548,0.0021288,0.0067412,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
197,l2730106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004068,0.004068,0.0024408,0.007729199999999999,0.95,0.95,c
201,l3142049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016279999999999999,0.0016279999999999999,0.0009767999999999999,0.0030931999999999995,0.95,0.95,c
204,l3104830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016279999999999999,0.0016279999999999999,0.0009767999999999999,0.0030931999999999995,0.95,0.95,c
208,l2955047,0.003548,0.003548,0.0021288,0.0067412,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
209,l3179646,0.0,0.0,0.0,0.0,0.0,0.0,0.005836,0.005836,0.0035016,0.0110884,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
210,l2674027,0.0,0.0,0.0,0.0,0.0,0.0,0.003892,0.003892,0.0023352,0.007394799999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
211,l2692633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004068,0.004068,0.0024408,0.007729199999999999,0.95,0.95,c
221,l2955006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004068,0.004068,0.0024408,0.007729199999999999,0.95,0.95,c
222,l2692600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004068,0.004068,0.0024408,0.007729199999999999,0.95,0.95,c
223,l3235945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004068,0.004068,0.0024408,0.007729199999999999,0.95,0.95,c
224,l2842330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004068,0.004068,0.0024408,0.007729199999999999,0.95,0.95,c
225,l3086002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004068,0.004068,0.0024408,0.007729199999999999,0.95,0.95,c
227,l2730107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004068,0.004068,0.0024408,0.007729199999999999,0.95,0.95,c
228,l3179608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006104,0.006104,0.0036623999999999997,0.0115976,0.95,0.95,c
232,l2936213,0.0,0.0,0.0,0.0,0.0,0.0,0.005836,0.005836,0.0035016,0.0110884,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
234,l3141394,0.0,0.0,0.0,0.0,0.0,0.0,0.003892,0.003892,0.0023352,0.007394799999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
243,l3097861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016279999999999999,0.0016279999999999999,0.0009767999999999999,0.0030931999999999995,0.95,0.95,c
244,l2804277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004068,0.004068,0.0024408,0.007729199999999999,0.95,0.95,c
246,l3197625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00244,0.00244,0.001464,0.004636,0.95,0.95,c
255,l3160098,0.002128,0.002128,0.0012768,0.004043199999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
257,l3118855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006104,0.006104,0.0036623999999999997,0.0115976,0.95,0.95,c
258,l3231255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004068,0.004068,0.0024408,0.007729199999999999,0.95,0.95,c
269,l3066814,0.0,0.0,0.0,0.0,0.0,0.0,0.001556,0.001556,0.0009335999999999999,0.0029564,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
281,l2820535,0.0,0.0,0.0,0.0,0.0,0.0,0.003892,0.003892,0.0023352,0.007394799999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
283,l2748144,0.003548,0.003548,0.0021288,0.0067412,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
287,l2783231,0.0,0.0,0.0,0.0,0.0,0.0,0.003892,0.003892,0.0023352,0.007394799999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
288,l3254227,0.0,0.0,0.0,0.0,0.0,0.0,0.001556,0.001556,0.0009335999999999999,0.0029564,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
293,l2691966,0.0,0.0,0.0,0.0,0.0,0.0,0.0077800000000000005,0.0077800000000000005,0.004668,0.014782,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
297,l3082983,0.0,0.0,0.0,0.0,0.0,0.0,0.003892,0.003892,0.0023352,0.007394799999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
299,l2804270,0.0,0.0,0.0,0.0,0.0,0.0,0.002336,0.002336,0.0014016,0.0044383999999999995,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
300,l3104145,0.0,0.0,0.0,0.0,0.0,0.0,0.002336,0.002336,0.0014016,0.0044383999999999995,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
303,l2916619,0.0,0.0,0.0,0.0,0.0,0.0,0.003892,0.003892,0.0023352,0.007394799999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
307,l2804269,0.0,0.0,0.0,0.0,0.0,0.0,0.003892,0.003892,0.0023352,0.007394799999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
308,l2989564,0.0,0.0,0.0,0.0,0.0,0.0,0.002336,0.002336,0.0014016,0.0044383999999999995,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
309,l2897789,0.0,0.0,0.0,0.0,0.0,0.0,0.002336,0.002336,0.0014016,0.0044383999999999995,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
311,l2935547,0.0,0.0,0.0,0.0,0.0,0.0,0.002336,0.002336,0.0014016,0.0044383999999999995,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
312,l3160113,0.0,0.0,0.0,0.0,0.0,0.0,0.003892,0.003892,0.0023352,0.007394799999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
314,l2954361,0.0,0.0,0.0,0.0,0.0,0.0,0.003892,0.003892,0.0023352,0.007394799999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
316,l3254228,0.0,0.0,0.0,0.0,0.0,0.0,0.003892,0.003892,0.0023352,0.007394799999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
317,l2897791,0.0,0.0,0.0,0.0,0.0,0.0,0.005836,0.005836,0.0035016,0.0110884,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
320,l3197653,0.0,0.0,0.0,0.0,0.0,0.0,0.003892,0.003892,0.0023352,0.007394799999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
321,l2785535,0.0,0.0,0.0,0.0,0.0,0.0,0.005836,0.005836,0.0035016,0.0110884,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
322,l2726974,0.0,0.0,0.0,0.0,0.0,0.0,0.003892,0.003892,0.0023352,0.007394799999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
323,l2916618,0.0,0.0,0.0,0.0,0.0,0.0,0.005836,0.005836,0.0035016,0.0110884,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
329,l3102793,0.0,0.0,0.0,0.0,0.0,0.0,0.003892,0.003892,0.0023352,0.007394799999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
330,l2991929,0.0,0.0,0.0,0.0,0.0,0.0,0.003892,0.003892,0.0023352,0.007394799999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
331,l2916617,0.0,0.0,0.0,0.0,0.0,0.0,0.003892,0.003892,0.0023352,0.007394799999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
332,l2801902,0.0,0.0,0.0,0.0,0.0,0.0,0.005836,0.005836,0.0035016,0.0110884,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
333,l3122835,0.0,0.0,0.0,0.0,0.0,0.0,0.002336,0.002336,0.0014016,0.0044383999999999995,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
334,l2973171,0.0,0.0,0.0,0.0,0.0,0.0,0.003892,0.003892,0.0023352,0.007394799999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
336,l3235273,0.0,0.0,0.0,0.0,0.0,0.0,0.003892,0.003892,0.0023352,0.007394799999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
337,l3176660,0.0,0.0,0.0,0.0,0.0,0.0,0.002336,0.002336,0.0014016,0.0044383999999999995,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
339,l3085410,0.0,0.0,0.0,0.0,0.0,0.0,0.002336,0.002336,0.0014016,0.0044383999999999995,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
340,l2860499,0.0,0.0,0.0,0.0,0.0,0.0,0.0077800000000000005,0.0077800000000000005,0.004668,0.014782,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
343,l3254229,0.0,0.0,0.0,0.0,0.0,0.0,0.003892,0.003892,0.0023352,0.007394799999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
345,l3178988,0.0,0.0,0.0,0.0,0.0,0.0,0.001556,0.001556,0.0009335999999999999,0.0029564,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
347,l3066826,0.0,0.0,0.0,0.0,0.0,0.0,0.005836,0.005836,0.0035016,0.0110884,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
349,l2710530,0.0,0.0,0.0,0.0,0.0,0.0,0.002336,0.002336,0.0014016,0.0044383999999999995,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
351,l2822873,0.0,0.0,0.0,0.0,0.0,0.0,0.001556,0.001556,0.0009335999999999999,0.0029564,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
352,l2785536,0.0,0.0,0.0,0.0,0.0,0.0,0.002336,0.002336,0.0014016,0.0044383999999999995,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
354,l3160115,0.0,0.0,0.0,0.0,0.0,0.0,0.0077800000000000005,0.0077800000000000005,0.004668,0.014782,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
355,l2935567,0.0,0.0,0.0,0.0,0.0,0.0,0.002336,0.002336,0.0014016,0.0044383999999999995,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
357,l2804272,0.0,0.0,0.0,0.0,0.0,0.0,0.002336,0.002336,0.0014016,0.0044383999999999995,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
358,l2841641,0.0,0.0,0.0,0.0,0.0,0.0,0.002336,0.002336,0.0014016,0.0044383999999999995,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
364,l2673331,0.0,0.0,0.0,0.0,0.0,0.0,0.0077800000000000005,0.0077800000000000005,0.004668,0.014782,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
367,l2691965,0.0,0.0,0.0,0.0,0.0,0.0,0.00078,0.00078,0.00046800000000000005,0.001482,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
368,l2785534,0.0,0.0,0.0,0.0,0.0,0.0,0.003892,0.003892,0.0023352,0.007394799999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,b
374,l3008237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004068,0.004068,0.0024408,0.007729199999999999,0.95,0.95,c
379,l3197652,0.003548,0.003548,0.0021288,0.0067412,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
380,l2748143,0.003548,0.003548,0.0021288,0.0067412,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
381,l3251854,0.003548,0.003548,0.0021288,0.0067412,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
383,l2729424,0.002128,0.002128,0.0012768,0.004043199999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
384,l3104144,0.0014199999999999998,0.0014199999999999998,0.000852,0.002698,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
389,l3160114,0.002128,0.002128,0.0012768,0.004043199999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
393,l2729423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00244,0.00244,0.001464,0.004636,0.95,0.95,c
395,l2897790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004068,0.004068,0.0024408,0.007729199999999999,0.95,0.95,c
396,l2935566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004068,0.004068,0.0024408,0.007729199999999999,0.95,0.95,c
